"GEO_ID","NAME","B07009_001E","B07009_001M","B07009_002E","B07009_002M","B07009_003E","B07009_003M","B07009_004E","B07009_004M","B07009_005E","B07009_005M","B07009_006E","B07009_006M","B07009_007E","B07009_007M","B07009_008E","B07009_008M","B07009_009E","B07009_009M","B07009_010E","B07009_010M","B07009_011E","B07009_011M","B07009_012E","B07009_012M","B07009_013E","B07009_013M","B07009_014E","B07009_014M","B07009_015E","B07009_015M","B07009_016E","B07009_016M","B07009_017E","B07009_017M","B07009_018E","B07009_018M","B07009_019E","B07009_019M","B07009_020E","B07009_020M","B07009_021E","B07009_021M","B07009_022E","B07009_022M","B07009_023E","B07009_023M","B07009_024E","B07009_024M","B07009_025E","B07009_025M","B07009_026E","B07009_026M","B07009_027E","B07009_027M","B07009_028E","B07009_028M","B07009_029E","B07009_029M","B07009_030E","B07009_030M","B07009_031E","B07009_031M","B07009_032E","B07009_032M","B07009_033E","B07009_033M","B07009_034E","B07009_034M","B07009_035E","B07009_035M","B07009_036E","B07009_036M"
"0500000US22055","Lafayette Parish, Louisiana","149554","1097","20659","3648","39388","3534","43942","3682","30792","3334","14773","2397","129680","3373","18507","3646","34551","3475","36094","3478","27317","3224","13211","2328","11912","2642","1276","547","2779","865","4512","1714","2372","949","973","597","4164","1525","458","314","1248","881","1527","793","514","620","417","315","3065","1661","347","421","770","698","1426","896","380","378","142","163","733","419","71","109","40","65","383","314","209","246","30","50"
"0500000US22057","Lafourche Parish, Louisiana","64154","856","17672","1848","26014","2177","11642","1524","5800","1351","3026","833","57870","2038","16512","1903","24042","2343","10395","1447","4541","1079","2380","764","2663","1154","722","441","1242","748","196","189","163","263","340","319","2625","1140","438","368","654","440","753","629","756","856","24","42","927","813","0","203","7","15","298","290","340","408","282","364","69","84","0","203","69","84","0","203","0","203","0","203"
"0500000US22063","Livingston Parish, Louisiana","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US22071","Orleans Parish, Louisiana","260256","268","38984","2871","60964","3493","66551","3421","52205","2914","41552","2561","222087","3227","33449","2644","52856","3396","58472","3357","42830","2704","34480","2671","23495","2352","3831","935","5930","1307","4749","1157","4983","1057","4002","821","5628","1207","892","576","1377","624","1794","625","1005","381","560","276","7938","1601","643","404","762","388","1442","622","3002","916","2089","644","1108","414","169","134","39","65","94","97","385","227","421","305"
"0500000US22073","Ouachita Parish, Louisiana","98913","333","13963","1691","33776","2878","28150","2653","15274","1932","7750","1283","86240","2161","11518","1458","29747","3032","24613","2555","13059","1671","7303","1255","7250","1647","1429","724","2751","1026","1721","654","1134","557","215","243","4132","1311","988","304","713","370","1351","555","865","829","215","238","1263","806","0","203","565","584","465","508","216","241","17","30","28","47","28","47","0","203","0","203","0","203","0","203"
"0500000US22079","Rapides Parish, Louisiana","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US22097","St. Landry Parish, Louisiana","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US22103","St. Tammany Parish, Louisiana","163275","927","20870","2697","42095","3850","51970","3678","31106","2864","17234","1972","143806","3223","17637","2370","37011","3845","46014","3523","27946","2674","15198","2032","10238","2197","1452","802","3224","1064","3535","1177","1480","643","547","393","5872","2007","1132","619","1421","865","1822","1318","686","417","811","620","3075","965","478","377","439","341","571","352","994","774","593","397","284","278","171","229","0","203","28","46","0","203","85","127"
"0500000US22105","Tangipahoa Parish, Louisiana","79809","461","16617","2441","27642","2720","20132","2684","11203","1752","4215","1286","70155","1934","13415","2184","24917","2485","17846","2554","9886","1585","4091","1299","5842","1622","1821","923","1751","871","1295","797","917","609","58","100","2595","1181","1381","860","195","186","731","595","288","407","0","203","1217","815","0","203","779","739","260","292","112","180","66","116","0","203","0","203","0","203","0","203","0","203","0","203"
"0500000US22109","Terrebonne Parish, Louisiana","73108","1028","16536","2177","30463","2598","16815","2249","7028","1274","2266","725","63720","2561","14251","1935","26053","2629","14770","2180","6457","1211","2189","727","4587","1431","1370","836","2087","1025","713","490","417","306","0","203","2505","1100","471","258","1347","835","535","434","152","200","0","203","2099","1325","444","476","851","754","725","754","2","6","77","108","197","224","0","203","125","200","72","114","0","203","0","203"
"0500000US23001","Androscoggin County, Maine","74205","270","8959","1311","27965","2225","23711","2446","9243","1330","4327","1021","63983","1739","7219","1118","24583","2252","20494","2359","7823","1279","3864","1000","7687","1461","1387","659","2772","806","2455","856","890","494","183","147","1770","855","325","247","585","417","501","320","359","320","0","165","765","474","28","44","25","42","261","288","171","176","280","310","0","165","0","165","0","165","0","165","0","165","0","165"
"0500000US23003","Aroostook County, Maine","51094","229","5619","711","19722","1343","16941","1455","6425","887","2387","583","45724","1112","4955","725","17491","1345","15146","1395","6136","916","1996","512","3540","909","601","412","1273","537","1205","475","195","173","266","290","487","254","0","165","137","126","269","198","0","165","81","115","1293","607","56","79","821","411","321","283","51","75","44","59","50","76","7","14","0","165","0","165","43","75","0","165"
"0500000US23005","Cumberland County, Maine","202478","1103","12552","1709","49185","3204","58974","3207","52422","3219","29345","2501","172309","3192","10753","1761","41818","2836","50140","2909","43858","2890","25740","2408","18199","2669","1207","621","4698","1469","5128","1259","4808","1349","2358","798","4331","1230","224","173","1354","658","1226","647","1255","578","272","164","6562","1884","277","388","989","529","2359","1084","2068","867","869","404","1077","555","91","150","326","299","121","145","433","407","106","129"
"0500000US23011","Kennebec County, Maine","86870","568","8011","1411","31215","2535","26368","2045","13051","1719","8225","1294","75018","2053","6932","1397","26203","2480","23186","1932","11354","1566","7343","1233","7800","1602","761","448","3970","1374","1863","636","883","539","323","195","2763","880","59","79","735","497","1098","768","698","410","173","162","1269","776","259","481","307","237","221","192","96","111","386","259","20","32","0","165","0","165","0","165","20","32","0","165"
"0500000US23019","Penobscot County, Maine","106755","694","10328","1544","38718","2174","32489","2092","15289","1869","9931","1349","94233","2117","9041","1563","33784","2122","28460","2281","14296","1846","8652","1247","7687","1733","758","392","3412","1082","2653","817","376","236","488","324","2201","774","406","334","575","308","614","405","302","254","304","290","2412","930","73","83","947","576","762","394","143","157","487","325","222","291","50","99","0","165","0","165","172","278","0","165"
"0500000US23031","York County, Maine","143986","687","10157","1504","45739","3580","45151","3659","28280","2923","14659","2079","126639","3030","9070","1400","40526","2993","39688","3609","24215","2801","13140","1956","8303","1847","666","370","2368","1247","3188","1030","1674","703","407","288","3060","1370","218","271","1850","1150","611","450","280","196","101","131","5843","1935","87","185","995","557","1639","1024","2111","942","1011","674","141","187","116","184","0","165","25","41","0","165","0","165"
"0500000US24001","Allegany County, Maryland","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US24003","Anne Arundel County, Maryland","378611","780","32715","3097","94172","3895","110949","4826","80969","4656","59806","3563","337016","3716","27688","3038","85096","3848","98295","4889","71996","4305","53941","3493","24791","3162","2528","1107","5976","1647","7748","1526","5194","1160","3345","1035","6737","1353","1867","929","1579","752","1456","788","1041","486","794","439","8605","1804","588","604","1418","737","2595","1005","2383","683","1621","693","1462","924","44","71","103","123","855","628","355","363","105","124"
"0500000US24005","Baltimore County, Maryland","566661","761","53178","3777","152666","5380","158050","5862","116251","4588","86516","4148","499754","5566","47039","3454","134961","5353","137107","5212","103805","4384","76842","4017","34793","3559","4355","1240","10350","1872","9334","1803","6305","1488","4449","1262","18069","2839","920","372","4412","1134","7937","2258","2836","877","1964","673","10734","2398","703","602","2012","889","3504","1242","2406","880","2109","914","3311","1331","161","184","931","486","168","172","899","590","1152","871"
"0500000US24009","Calvert County, Maryland","59775","857","3955","972","18768","1870","20228","1997","10582","1540","6242","1214","55283","1640","3156","793","17737","1952","18605","2023","10018","1542","5767","1146","2169","1085","653","640","521","382","899","584","96","183","0","197","553","363","62","90","214","245","138","196","0","197","139","126","1569","809","84","157","296","241","454","359","431","327","304","263","201","197","0","197","0","197","132","160","37","64","32","54"
"0500000US24013","Carroll County, Maryland","114015","702","9698","1454","34391","2461","33097","2179","21508","1810","15321","1756","105138","1816","8874","1341","31430","2500","31055","2303","19808","1792","13971","1672","4224","1415","343","302","1425","750","1424","742","550","379","482","435","3074","1135","481","372","1063","682","201","157","727","458","602","317","1410","489","0","197","421","287","417","291","343","220","229","206","169","175","0","197","52","83","0","197","80","135","37","62"
"0500000US24015","Cecil County, Maryland","68362","940","7387","1984","21868","2342","21616","2219","11416","2009","6075","1170","62066","1684","5799","1733","20644","2309","19747","2282","10250","2054","5626","1149","3290","980","701","346","764","422","1150","571","466","367","209","187","794","482","335","332","233","333","83","124","137","202","6","12","1779","720","119","132","227","291","636","350","563","408","234","234","433","642","433","642","0","197","0","197","0","197","0","197"
"0500000US24017","Charles County, Maryland","100226","459","8369","1209","32486","2569","31834","2741","17695","1924","9842","1482","93035","1683","7908","1176","30234","2513","29310","2720","16762","1932","8821","1285","2592","971","62","101","1077","631","989","565","203","201","261","277","2586","944","399","170","720","374","624","486","198","208","645","587","1793","764","0","197","357","185","829","530","492","362","115","142","220","166","0","197","98","120","82","126","40","68","0","197"
"0500000US24021","Frederick County, Maryland","160721","771","11329","1632","40008","2804","43196","2531","41543","2678","24645","1865","144858","2243","9897","1388","36664","2864","38991","2307","36952","2498","22354","1917","8222","1524","691","338","1776","585","2274","706","2088","899","1393","693","2811","930","208","155","914","518","783","482","656","400","250","183","3822","1214","533","783","524","318","1129","532","1203","550","433","320","1008","481","0","197","130","161","19","33","644","372","215","212"
"0500000US24025","Harford County, Maryland","169939","979","12962","2264","48824","3342","50884","3065","33936","2410","23333","2119","155362","2380","11674","2083","44992","3283","46221","3066","31213","2262","21262","2086","7596","1320","884","328","1530","593","2976","823","1154","452","1052","517","3312","1032","312","369","1112","547","942","435","699","411","247","209","3507","1181","92","114","1134","732","639","409","870","479","772","406","162","167","0","197","56","93","106","88","0","197","0","197"
"0500000US24027","Howard County, Maryland","205106","637","11067","2219","29932","2977","38903","3371","63237","3363","61967","3415","185830","2697","9474","1889","27790","2905","34264","3028","57735","3333","56567","3388","7555","1685","66","107","642","374","2173","1011","2824","967","1850","636","6416","1959","1295","985","1035","687","1075","694","1179","558","1832","789","4073","1426","28","66","280","231","1178","811","1075","647","1512","747","1232","602","204","212","185","191","213","217","424","293","206","243"
"0500000US24031","Montgomery County, Maryland","699058","20","60922","5165","106506","5556","137029","5344","178529","5196","216072","6415","602835","6080","53749","4710","91614","5379","117408","4861","152682","4963","187382","5829","50207","4479","4747","1257","7344","1631","10477","1732","14017","2361","13622","1954","9137","1845","605","572","2099","715","3385","1181","1945","737","1103","585","25908","3472","877","591","2364","1038","3791","1150","8910","1610","9966","1629","10971","2653","944","545","3085","1731","1968","861","975","446","3999","1002"
"0500000US24033","Prince George's County, Maryland","590099","565","87217","3900","155747","4998","168607","5227","103488","4277","75040","3837","517366","4642","75682","3670","137456","4705","147647","5575","90785","4241","65796","3492","42472","3852","7794","1617","12233","1989","12962","2144","5324","1330","4159","1145","7649","1327","1265","482","1648","895","2559","723","1338","489","839","386","18968","2453","1585","628","3772","976","4636","1092","5369","1326","3606","994","3644","942","891","612","638","398","803","424","672","352","640","405"
"0500000US24037","St. Mary's County, Maryland","70537","791","7329","1476","22580","2148","19802","2548","13272","1982","7554","1418","63411","1954","6076","1527","20560","2210","17749","2475","12191","1944","6835","1396","3380","1257","437","420","1326","922","816","556","379","383","422","320","2037","960","418","435","401","378","665","488","316","300","237","274","1682","1012","398","445","266","298","572","418","386","310","60","117","27","52","0","197","27","52","0","197","0","197","0","197"
"0500000US24043","Washington County, Maryland","103385","587","13368","1710","37821","2200","29309","1957","14972","1462","7915","1297","88730","2044","11494","1708","32045","2376","24619","2116","13055","1436","7517","1293","8139","1586","943","380","3755","1046","2735","1013","646","431","60","103","3398","936","561","271","1376","564","876","527","467","374","118","126","2968","1258","370","329","630","493","1043","687","724","469","201","256","150","109","0","197","15","29","36","60","80","98","19","33"
"0500000US24045","Wicomico County, Maryland","63132","764","8298","1544","21422","2056","16911","2049","10380","1815","6121","1147","54321","2195","7404","1417","18771","2004","14497","2092","8285","1724","5364","1123","5321","1482","607","436","1498","597","1423","706","1249","746","544","458","1332","732","79","107","544","494","365","272","344","435","0","197","1557","994","208","158","553","467","626","802","0","197","170","151","601","565","0","197","56","87","0","197","502","573","43","76"
"0500000US24510","Baltimore city, Maryland","420247","783","76386","3690","122048","4311","101379","4584","62996","3245","57438","3580","351282","4968","65996","3692","105458","4640","85715","4659","49268","3421","44845","3062","41288","3979","7601","1669","10451","1556","10472","1680","6891","1607","5873","1388","16263","2209","2013","835","4472","1069","3519","1181","3718","855","2541","928","8252","1571","716","598","861","504","1305","583","2661","902","2709","930","3162","1287","60","97","806","454","368","283","458","400","1470","875"
"0500000US25001","Barnstable County, Massachusetts","164797","705","8277","1596","44584","2969","50797","3384","34368","2719","26771","2292","153511","2214","7145","1427","41297","3196","47550","3349","32052","2487","25467","2160","5556","1430","421","322","2195","916","1712","737","850","423","378","220","3022","890","248","255","555","440","699","422","970","447","550","279","2484","791","354","379","537","272","775","445","442","296","376","230","224","206","109","148","0","203","61","115","54","93","0","203"
"0500000US25003","Berkshire County, Massachusetts","93035","715","9161","1643","28714","2071","25034","2348","15751","1969","14375","1860","83802","1855","7614","1528","25941","1778","22839","2193","14195","1829","13213","1704","6840","1464","1450","798","2369","847","1517","591","777","380","727","480","1090","784","85","147","165","189","202","177","458","604","180","182","1217","644","12","20","239","212","446","307","273","253","247","271","86","93","0","203","0","203","30","38","48","83","8","13"
"0500000US25005","Bristol County, Massachusetts","379664","763","65336","3860","116820","5434","104816","5092","57974","3911","34718","2989","340468","3715","57930","3608","104157","5305","93255","5030","52860","3684","32266","2829","26389","3071","5659","1437","9093","1742","7922","1815","2873","723","842","363","6646","1500","1406","790","1802","810","1672","543","963","431","803","519","5356","1288","272","253","1610","654","1838","594","994","546","642","365","805","401","69","115","158","190","129","154","284","167","165","196"
"0500000US25009","Essex County, Massachusetts","521910","598","53534","3342","137196","5452","135914","5352","119683","4600","75583","4287","462227","4721","45431","2811","122381","5267","119472","5053","106981","4942","67962","3944","38826","3902","6181","1705","11313","1786","10258","1814","7708","1885","3366","1116","12606","2158","752","427","2239","885","4369","1342","3061","1061","2185","866","5571","1410","533","377","559","267","1210","624","1613","653","1656","843","2680","1001","637","452","704","450","605","424","320","270","414","261"
"0500000US25011","Franklin County, Massachusetts","52199","395","4795","1058","13387","1291","14366","1338","9535","1010","10116","1498","46569","1536","4423","1051","12173","1280","12810","1265","8397","1018","8766","1303","2971","803","236","215","830","360","1144","471","476","318","285","244","1868","1000","40","41","299","245","333","273","234","196","962","841","743","345","61","83","85","82","79","103","415","337","103","84","48","59","35","53","0","203","0","203","13","22","0","203"
"0500000US25013","Hampden County, Massachusetts","310108","623","48801","3571","97771","4668","86125","3748","46123","3281","31288","2581","277315","3825","42362","3079","87677","4636","75721","3819","42990","3188","28565","2497","23308","3223","5314","1772","6991","1625","7937","1442","1682","692","1384","528","4653","1262","542","450","1378","721","1195","774","933","402","605","430","3562","1242","173","143","1548","1031","947","478","193","139","701","461","1270","592","410","282","177","181","325","235","325","340","33","55"
"0500000US25015","Hampshire County, Massachusetts","97320","895","5016","1142","26032","2969","24846","2161","20020","2031","21406","2129","86674","2072","4686","1106","23127","2678","22269","2042","17535","1998","19057","1979","5654","1673","191","161","2157","1266","1404","726","1214","506","688","385","2170","762","57","79","339","310","734","359","509","288","531","304","2010","1124","0","203","409","465","439","327","492","418","670","434","812","457","82","116","0","203","0","203","270","250","460","344"
"0500000US25017","Middlesex County, Massachusetts","1082311","267","82907","5322","230088","7739","205526","7324","288009","7678","275781","6876","945710","7789","74436","4940","207526","7528","185490","6975","245483","7162","232775","6330","77519","6320","5160","1489","15165","2649","11981","2137","23028","3232","22185","2599","25683","2981","2236","762","3772","1177","3493","1396","7734","1596","8448","1793","21096","2636","311","305","2101","791","3309","1140","7485","1535","7890","1339","12303","2134","764","467","1524","755","1253","629","4279","1002","4483","998"
"0500000US25021","Norfolk County, Massachusetts","478688","480","30815","2779","103047","4864","101052","5450","130966","5071","112808","4700","420672","4872","27342","2740","92713","4467","89661","4978","114180","4196","96776","4693","26323","3717","1645","722","5491","1835","5850","1411","7358","1824","5979","1601","20999","3038","1280","664","3135","849","4783","1860","6046","1403","5755","1304","5826","1247","369","297","1067","587","504","276","1565","614","2321","759","4868","1416","179","204","641","491","254","217","1817","823","1977","789"
"0500000US25023","Plymouth County, Massachusetts","345395","732","24378","2584","102156","5353","98332","4299","77985","4571","42544","3554","314945","3489","20228","2601","92888","4773","90736","4337","73183","4409","37910","3500","16597","2508","2405","883","6356","1675","3633","871","1965","665","2238","836","8749","1798","797","460","1830","807","2371","676","1930","650","1821","855","3585","1331","241","217","870","483","1366","659","533","327","575","522","1519","1114","707","913","212","352","226","198","374","290","0","203"
"0500000US25025","Suffolk County, Massachusetts","510729","494","78233","4005","123314","5747","95572","5146","119286","5463","94324","4273","420727","5537","64551","3999","106663","5103","82276","4763","92877","5221","74360","3633","47317","4457","9767","2306","9969","1726","8033","2014","10989","1937","8559","1576","22764","2742","2580","1251","3977","1080","3560","1013","7714","1488","4933","1005","12353","1853","575","584","880","409","1249","523","5627","1438","4022","1022","7568","2071","760","457","1825","806","454","315","2079","1037","2450","936"
"0500000US25027","Worcester County, Massachusetts","548851","353","52944","3791","162788","6817","145393","5254","112518","5183","75208","3974","494692","5204","44863","3845","146458","6316","132458","5206","101581","4867","69332","4108","36470","3911","6022","1687","12548","1826","8758","1624","6288","1242","2854","773","8527","1909","1272","584","1369","730","2168","979","2381","788","1337","646","6786","1430","489","365","1866","767","1491","651","1308","484","1632","653","2376","929","298","218","547","357","518","271","960","632","53","94"
"0500000US26005","Allegan County, Michigan","75184","519","7945","1341","27494","2020","22960","1963","11091","1249","5694","1065","66823","1508","6853","1293","24174","2009","20682","1816","9890","1222","5224","973","4588","1345","719","545","1874","686","1236","643","551","350","208","152","3032","1028","299","210","1261","732","868","440","450","257","154","198","691","402","24","42","185","199","174","227","200","169","108","130","50","84","50","84","0","168","0","168","0","168","0","168"
"0500000US26017","Bay County, Michigan","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
