"GEO_ID","NAME","B07009_001E","B07009_001M","B07009_002E","B07009_002M","B07009_003E","B07009_003M","B07009_004E","B07009_004M","B07009_005E","B07009_005M","B07009_006E","B07009_006M","B07009_007E","B07009_007M","B07009_008E","B07009_008M","B07009_009E","B07009_009M","B07009_010E","B07009_010M","B07009_011E","B07009_011M","B07009_012E","B07009_012M","B07009_013E","B07009_013M","B07009_014E","B07009_014M","B07009_015E","B07009_015M","B07009_016E","B07009_016M","B07009_017E","B07009_017M","B07009_018E","B07009_018M","B07009_019E","B07009_019M","B07009_020E","B07009_020M","B07009_021E","B07009_021M","B07009_022E","B07009_022M","B07009_023E","B07009_023M","B07009_024E","B07009_024M","B07009_025E","B07009_025M","B07009_026E","B07009_026M","B07009_027E","B07009_027M","B07009_028E","B07009_028M","B07009_029E","B07009_029M","B07009_030E","B07009_030M","B07009_031E","B07009_031M","B07009_032E","B07009_032M","B07009_033E","B07009_033M","B07009_034E","B07009_034M","B07009_035E","B07009_035M","B07009_036E","B07009_036M"
"0500000US12127","Volusia County, Florida","392036","920","40312","3121","122815","5795","134522","5464","61614","4256","32773","2936","337580","5241","35015","3147","103092","4855","116678","5364","52788","4227","30007","2842","29418","3631","2678","780","11779","2611","9833","1816","4066","1157","1062","427","11181","2323","1921","1073","2844","1215","3420","914","2157","1019","839","402","12963","2551","530","440","4934","1275","4211","1370","2423","877","865","504","894","560","168","201","166","220","380","389","180","218","0","221"
"0500000US12131","Walton County, Florida","47812","1183","6396","1351","12158","1888","15793","1780","9337","1651","4128","1121","40852","2166","5911","1318","11339","1935","12863","1612","7517","1478","3222","938","3102","1431","90","154","381","277","1509","919","546","377","576","628","1780","1045","239","155","193","235","544","400","733","846","71","122","1935","783","93","126","201","186","877","513","541","347","223","285","143","179","63","110","44","78","0","221","0","221","36","69"
"0500000US13013","Barrow County, Georgia","50599","694","8358","1554","17219","1480","15746","1310","5625","1082","3651","986","44386","1737","7455","1377","15171","1593","14096","1298","4506","1000","3158","981","2763","1150","721","626","1205","733","607","344","184","186","46","81","2581","925","170","208","673","403","667","358","624","401","447","327","869","562","12","21","170","185","376","298","311","257","0","218","0","218","0","218","0","218","0","218","0","218","0","218"
"0500000US13015","Bartow County, Georgia","69782","765","11922","1937","23540","2524","20766","2153","9575","1934","3979","1028","56848","2853","9112","1936","18581","2201","17117","2291","8132","1798","3906","993","8621","2669","2166","1457","3162","1614","1998","871","1248","580","47","88","2986","1147","383","324","1249","906","1133","611","195","244","26","46","1327","744","261","299","548","534","518","547","0","218","0","218","0","218","0","218","0","218","0","218","0","218","0","218"
"0500000US13021","Bibb County, Georgia","99061","342","15654","2177","29533","2693","28267","2289","14785","2006","10822","1741","85610","1917","13968","2185","24272","2383","24784","2218","12650","1871","9936","1798","7929","1524","1272","547","2993","1330","2073","859","1297","581","294","254","4138","1234","301","216","1536","771","1255","674","635","498","411","353","1163","541","113","182","511","365","155","177","203","207","181","263","221","258","0","218","221","258","0","218","0","218","0","218"
"0500000US13031","Bulloch County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US13045","Carroll County, Georgia","72598","1329","12609","2180","22986","2279","21550","2576","9631","2167","5822","1514","63895","2097","10986","2142","21152","2268","17741","2326","8908","2177","5108","1456","5148","1825","830","596","1087","630","2556","1582","444","346","231","250","1971","867","441","417","413","376","739","499","122","166","256","394","1082","543","112","139","334","230","348","364","61","106","227","280","502","460","240","336","0","218","166","307","96","156","0","218"
"0500000US13047","Catoosa County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US13051","Chatham County, Georgia","193126","738","21190","2638","45036","3611","65263","4205","40282","3623","21355","2281","151184","4391","16952","2604","36744","3454","49039","3838","31674","3928","16775","1864","25292","3583","1897","734","5084","1144","11235","2522","4542","1314","2534","843","7536","1798","1339","649","1510","811","2099","864","2190","1013","398","255","7836","1749","913","727","1616","657","2578","815","1560","674","1169","629","1278","800","89","106","82","142","312","296","316","260","479","680"
"0500000US13057","Cherokee County, Georgia","161757","885","15291","2401","35214","4630","50180","3602","43122","4543","17950","2932","143476","4045","13056","2585","31945","4664","45183","3927","37616","4242","15676","2664","8036","2789","663","471","2082","971","2241","1315","2536","1208","514","445","7256","2316","1125","745","1022","587","2098","1085","1932","893","1079","653","2286","996","279","294","165","187","620","398","643","548","579","459","703","571","168","291","0","218","38","63","395","446","102","134"
"0500000US13059","Clarke County, Georgia","68541","439","8156","1620","14696","2121","17598","2261","12415","1625","15676","1788","55507","2182","6448","1703","12460","2139","14516","2077","9852","1561","12231","1384","5872","1617","1072","917","1202","727","1617","799","692","372","1289","616","4313","1425","469","354","975","623","1145","686","963","519","761","769","2397","894","167","154","59","73","320","283","908","413","943","540","452","520","0","218","0","218","0","218","0","218","452","520"
"0500000US13063","Clayton County, Georgia","172693","490","25829","2598","55868","4105","55567","3433","23713","3134","11716","1948","140633","4046","21546","2558","46100","4227","42531","3129","20009","2931","10447","1846","11491","2243","1843","995","4277","1292","4432","1436","654","474","285","236","14308","3082","1788","899","4364","1332","5882","1809","1955","790","319","235","5571","1709","418","444","910","639","2626","991","1031","575","586","460","690","492","234","262","217","263","96","157","64","113","79","87"
"0500000US13067","Cobb County, Georgia","498306","329","44195","4002","90843","4419","130974","6353","147888","5861","84406","4937","422688","5288","39380","3755","78573","4341","107621","5855","125038","5624","72076","4439","34122","3310","2143","1016","6297","1813","11934","2138","9684","1874","4064","1099","21336","3829","1976","862","2753","841","5998","1733","7457","2313","3152","1017","14859","2790","267","301","2234","884","4790","1732","3911","1334","3657","1020","5301","1950","429","407","986","693","631","409","1798","875","1457","1018"
"0500000US13073","Columbia County, Georgia","96831","1449","5795","2039","26000","3252","30392","3481","20336","3045","14308","2442","83537","3186","4667","1472","23064","3067","25912","2825","18716","3051","11178","2016","2877","1198","55","72","1141","792","817","709","439","400","425","347","4879","2202","519","688","1065","917","2142","1794","495","505","658","645","3800","1451","164","287","418","407","561","569","686","462","1971","1044","1738","1383","390","633","312","393","960","1182","0","218","76","127"
"0500000US13077","Coweta County, Georgia","93478","724","10636","2101","28082","2317","27749","2538","18886","2377","8125","1404","83533","2207","9589","2036","25815","2452","25117","2352","15568","2272","7444","1427","5397","1534","554","462","1100","538","1672","884","1614","939","457","312","1667","770","266","215","622","415","547","443","197","238","35","65","2847","1212","227","205","511","395","413","304","1507","825","189","228","34","55","0","218","34","55","0","218","0","218","0","218"
"0500000US13089","DeKalb County, Georgia","499806","391","54580","4450","104011","5519","124396","5645","123236","4654","93583","5228","410124","5924","44812","4026","86234","5316","101304","4826","102932","4531","74842","4427","45062","5044","6755","1989","9832","2452","13194","2612","9181","1654","6100","1280","23669","3131","1602","783","4296","1317","6781","1963","6264","1401","4726","1443","14097","2811","177","197","2672","1270","2534","890","3903","1027","4811","1677","6854","2192","1234","914","977","633","583","507","956","511","3104","1476"
"0500000US13095","Dougherty County, Georgia","57249","471","8722","1348","16770","1721","19574","1835","7136","1231","5047","1183","49565","1763","7911","1287","14804","1696","15845","1698","6428","1168","4577","1095","4340","1141","530","416","871","518","2384","881","290","244","265","293","2062","881","229","191","676","455","993","591","104","105","60","102","1282","583","52","91","419","344","352","288","314","370","145","181","0","218","0","218","0","218","0","218","0","218","0","218"
"0500000US13097","Douglas County, Georgia","91716","852","10113","2148","28924","2764","27918","2889","15785","2314","8976","1670","80880","2584","8882","1975","26268","2737","24584","3030","14249","2301","6897","1548","6233","2161","632","444","1512","888","1782","892","1059","577","1248","916","2457","908","44","69","665","539","991","584","238","350","519","355","1749","1335","279","370","479","459","561","504","118","145","312","330","397","469","276","420","0","218","0","218","121","199","0","218"
"0500000US13113","Fayette County, Georgia","76341","788","3497","897","15439","1839","20196","2053","22544","1942","14665","2061","67461","1925","3077","852","13630","1604","18460","1999","19465","1892","12829","1884","2741","1060","149","186","591","388","285","254","1117","618","599","373","2363","893","25","54","677","522","763","465","612","388","286","221","2565","1228","246","282","0","218","539","417","935","549","845","627","1211","595","0","218","541","425","149","171","415","369","106","120"
"0500000US13115","Floyd County, Georgia","63782","1070","10945","1627","19853","1965","17558","1910","8780","1117","6646","1260","54066","2395","9077","1581","17028","1997","14646","1683","7220","1193","6095","1244","7115","1708","1534","650","2062","885","2363","991","1085","559","71","83","1465","725","334","357","441","384","92","112","218","210","380","352","997","473","0","218","283","207","457","313","257","270","0","218","139","186","0","218","39","67","0","218","0","218","100","173"
"0500000US13117","Forsyth County, Georgia","142799","807","11856","1935","23691","2697","35513","2779","48358","2954","23381","2180","124984","2062","10572","1756","20298","2503","31782","2610","42815","2775","19517","1881","6647","1413","523","481","1753","791","1315","492","2112","802","944","436","6362","1242","420","285","962","388","1110","475","2356","796","1514","702","3583","1286","294","381","481","505","1242","759","799","502","767","407","1223","732","47","80","197","245","64","108","276","300","639","460"
"0500000US13121","Fulton County, Georgia","687737","327","54743","4746","125877","7439","154622","8547","207502","7405","144993","6919","563501","6645","45407","4305","104130","6847","127680","7348","168905","6657","117379","6412","60696","5819","4475","1495","11163","2925","15558","3962","17062","2609","12438","2469","27790","3185","1941","791","7055","1873","5408","1372","8220","1445","5166","1468","26105","3272","1202","1060","2270","942","4413","1363","10432","1709","7788","1653","9645","2445","1718","913","1259","1330","1563","1218","2883","993","2222","1280"
"0500000US13127","Glynn County, Georgia","58184","1104","8769","1659","15176","1865","18179","2267","10763","1817","5297","1139","49170","2200","7416","1468","12741","1836","15174","2237","9006","1745","4833","1136","6390","1731","490","400","2003","894","2375","909","1259","675","263","227","1321","724","677","649","316","285","145","180","131","146","52","99","1144","582","186","259","116","148","402","300","291","278","149","200","159","187","0","218","0","218","83","167","76","123","0","218"
"0500000US13135","Gwinnett County, Georgia","575081","299","70585","5284","132550","6462","172483","6346","130744","5800","68719","4507","503694","7167","64042","5017","116713","6255","150754","7118","113081","5714","59104","4183","28130","3994","2968","1116","5715","1553","8736","2153","6937","1950","3774","1253","17616","3777","1016","421","4918","1479","6863","2861","3327","1011","1492","576","19484","3772","1685","793","4330","1830","5565","1773","5041","1479","2863","960","6157","1931","874","514","874","574","565","421","2358","1051","1486","1026"
"0500000US13139","Hall County, Georgia","127397","851","29124","2580","37581","2923","33288","2791","16839","2103","10565","1698","114445","2313","27219","2486","34431","2974","29423","2950","14269","1897","9103","1622","5805","1504","977","468","1569","693","1613","660","1186","562","460","279","4454","1285","838","495","1000","568","1569","667","732","365","315","258","2149","994","90","108","581","508","593","446","454","385","431","323","544","445","0","218","0","218","90","104","198","253","256","348"
"0500000US13151","Henry County, Georgia","143597","770","15835","3066","39676","3335","46471","3902","24267","3433","17348","2914","121195","4054","14924","2893","33639","3155","36388","3409","21551","3236","14693","2658","7795","2411","254","254","2032","1189","3917","2066","954","877","638","611","11432","2910","442","435","3557","1579","4858","1887","959","756","1616","750","2899","1365","0","218","448","429","1308","944","803","640","340","322","276","396","215","379","0","218","0","218","0","218","61","103"
"0500000US13153","Houston County, Georgia","100776","1534","10201","2053","22647","2659","37813","3574","17008","2852","13107","2290","86445","2302","8848","1894","21005","2561","31921","3157","13001","2710","11670","2267","6357","1859","909","604","584","410","3301","1428","1031","757","532","560","3792","1337","211","219","589","459","1622","831","919","708","451","484","2806","1379","233","318","469","418","969","749","681","568","454","437","1376","1482","0","218","0","218","0","218","1376","1482","0","218"
"0500000US13179","Liberty County, Georgia","35357","698","3427","869","10858","1400","14763","1394","4425","1092","1884","529","27537","1500","2501","728","8917","1208","11424","1435","3246","1009","1449","378","4458","1274","373","295","1259","595","1926","791","560","448","340","388","1406","696","208","191","292","358","526","460","322","273","58","96","1668","723","345","319","169","165","857","544","297","252","0","218","288","232","0","218","221","240","30","42","0","218","37","66"
"0500000US13185","Lowndes County, Georgia","67466","473","8592","1729","23796","2433","18742","1951","9367","1573","6969","1377","57130","2251","7131","1417","19279","2202","16080","1836","8276","1575","6364","1399","6516","1917","933","489","3099","1441","1303","669","847","527","334","378","1161","574","290","312","380","278","197","182","92","169","202","187","2558","1278","238","382","982","649","1162","833","107","151","69","72","101","134","0","218","56","99","0","218","45","82","0","218"
"0500000US13215","Muscogee County, Georgia","127871","554","15458","1894","33963","3030","43371","3004","20681","2427","14398","1806","106476","2880","12420","1587","29375","2978","35140","2959","16951","2131","12590","1664","11168","2151","1965","890","2760","965","4597","1358","1176","570","670","406","4658","1578","277","242","1160","635","2018","945","858","592","345","362","4939","1496","704","394","619","364","1524","868","1354","832","738","394","630","406","92","132","49","84","92","157","342","252","55","95"
"0500000US13217","Newton County, Georgia","67161","956","12555","2168","20870","2295","22271","2861","7250","1816","4215","1236","58253","2561","10698","1975","18042","2175","19401","2803","6291","1608","3821","1199","3421","1399","1340","1022","1018","639","938","735","125","196","0","218","3661","1615","240","199","1439","1179","1729","917","253","405","0","218","1712","980","163","202","371","310","203","206","581","493","394","413","114","144","114","144","0","218","0","218","0","218","0","218"
"0500000US13223","Paulding County, Georgia","98550","816","9358","2125","33021","3340","32812","3162","16220","2280","7139","1527","91321","2079","8540","1986","30968","3366","30553","3043","14913","2215","6347","1531","1673","984","38","52","456","363","115","149","583","515","481","526","4077","1650","443","397","1461","767","1194","974","668","614","311","313","1268","798","337","293","136","179","739","588","56","105","0","218","211","280","0","218","0","218","211","280","0","218","0","218"
"0500000US13245","Richmond County, Georgia","131589","721","20929","2498","40910","3366","40681","3303","17840","2269","11229","1514","108815","3344","17481","2340","32800","3102","33809","3434","15428","2275","9297","1379","13915","2464","2717","1237","5229","1548","4010","1205","1175","528","784","547","3770","1175","256","173","822","484","1652","864","668","386","372","276","4217","1497","255","271","1860","895","1021","469","518","317","563","493","872","592","220","371","199","206","189","196","51","86","213","220"
"0500000US13247","Rockdale County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US13285","Troup County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US13295","Walker County, Georgia","47666","471","10245","2011","15723","1658","13766","2017","5423","1206","2509","839","40627","1548","8041","1464","13950","1640","11871","1870","4535","1149","2230","798","3215","1481","996","789","945","706","914","558","307","346","53","96","1916","1135","990","936","570","382","210","211","146","155","0","218","1908","966","218","259","258","222","771","670","435","285","226","320","0","218","0","218","0","218","0","218","0","218","0","218"
"0500000US13297","Walton County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US13313","Whitfield County, Georgia","65693","846","20733","1966","18114","2356","18613","2139","5543","1331","2690","861","57914","1813","19005","1886","15735","2222","16004","2269","4874","1237","2296","716","4676","1409","1054","736","1118","500","1962","888","464","406","78","129","1489","722","300","325","740","477","273","224","0","218","176","267","1445","739","253","424","473","442","374","296","205","210","140","224","169","220","121","194","48","87","0","218","0","218","0","218"
"0500000US15001","Hawaii County, Hawaii","139834","707","10171","1690","46005","3815","45084","3219","26795","2739","11779","1896","126119","2428","9757","1695","42337","4006","38666","3092","24602","2727","10757","1814","7756","1728","381","379","2514","817","3302","1150","1239","642","320","340","784","557","0","185","273","307","302","343","191","184","18","23","4724","1653","33","61","813","503","2759","1507","734","459","385","275","451","358","0","185","68","157","55","92","29","58","299","307"
"0500000US15003","Honolulu County, Hawaii","684066","187","57741","4680","176857","6622","214356","6284","154656","5759","80456","4360","595964","5628","51580","4048","156492","6218","183716","6284","134540","5188","69636","3996","54451","5234","4451","1568","14487","2708","19030","2361","11162","2046","5321","1097","2330","839","552","389","908","599","455","272","197","165","218","167","23417","2914","576","483","3240","1061","8960","1808","6484","1313","4157","1028","7904","1594","582","455","1730","704","2195","842","2273","842","1124","599"
"0500000US15007","Kauai County, Hawaii","50428","818","3470","892","16790","1883","16082","1818","10592","1355","3494","746","45847","1651","3283","891","15197","1826","14665","1825","9571","1468","3131","718","2163","881","103","168","808","633","747","504","394","300","111","100","339","300","50","90","234","273","55","79","0","185","0","185","1448","849","0","185","333","325","534","395","399","319","182","232","631","565","34","61","218","282","81","141","228","264","70","68"
"0500000US15009","Maui County, Hawaii","116520","700","8256","1610","38072","2472","41393","2593","19792","1937","9007","1283","99690","2891","7066","1388","31980","2598","36106","2744","16800","1886","7738","1205","9228","2456","446","462","4064","1454","2774","1079","994","499","950","517","1860","733","369","379","695","433","293","268","365","276","138","155","3175","866","34","80","468","398","1600","522","937","516","136","160","2567","1280","341","356","865","713","620","529","696","554","45","61"
"0500000US16001","Ada County, Idaho","297773","1189","14404","2256","66998","5028","102929","5401","77284","4825","36158","3136","255277","4402","12324","2218","57988","4743","88060","5351","66579","4546","30326","2791","23450","3881","1221","625","4678","1558","8225","2033","6297","1570","3029","952","5985","2102","493","398","1822","1042","1975","920","1192","645","503","728","11905","2709","286","288","2113","1293","4459","1465","2946","988","2101","937","1156","628","80","132","397","415","210","213","270","334","199","236"
"0500000US16005","Bannock County, Idaho","53292","868","5319","1253","15031","1682","18229","1612","10519","1653","4194","913","43089","2039","3992","1004","11285","1428","14841","1468","9421","1551","3550","861","5423","1339","303","327","2463","890","1901","766","590","327","166","147","2612","1158","845","849","891","594","363","359","258","241","255","339","1668","678","142","185","260","311","840","499","250","199","176","188","500","440","37","77","132","176","284","303","0","198","47","82"
"0500000US16019","Bonneville County, Idaho","68163","620","4975","1153","16183","1609","25007","1789","14225","1666","7773","1187","57930","1834","4682","1090","14079","1448","20450","1756","12175","1687","6544","1066","6737","1430","156","111","1527","668","3549","955","1219","519","286","212","1573","741","115","150","364","246","651","428","352","276","91","154","1487","630","22","37","175","156","329","237","357","308","604","400","436","400","0","198","38","63","28","43","122","165","248","262"
"0500000US16027","Canyon County, Idaho","129307","404","20987","2748","41785","3158","41778","3310","18242","2401","6515","1420","106286","3008","16829","2200","34350","3088","34260","3150","14821","2259","6026","1366","11050","2259","2371","1154","3549","1035","3759","1110","1118","555","253","306","5769","1665","1164","1081","2265","992","1214","601","971","631","155","224","5875","1603","575","400","1397","726","2545","879","1332","809","26","43","327","279","48","84","224","262","0","198","0","198","55","91"
