"GEO_ID","NAME","B07009_008M","B07009_009E","B07009_009M","B07009_010E","B07009_010M","B07009_011E","B07009_011M","B07009_012E","B07009_012M","B07009_013E","B07009_013M","B07009_014E","B07009_014M","B07009_015E","B07009_015M","B07009_016E","B07009_016M","B07009_017E","B07009_017M","B07009_018E","B07009_018M","B07009_019E","B07009_019M","B07009_020E","B07009_020M","B07009_021E","B07009_021M","B07009_022E","B07009_022M","B07009_023E","B07009_023M","B07009_024E","B07009_024M","B07009_025E","B07009_025M","B07009_026E","B07009_026M","B07009_027E","B07009_027M","B07009_028E","B07009_028M","B07009_029E","B07009_029M","B07009_030E","B07009_030M","B07009_031E","B07009_031M","B07009_032E","B07009_032M","B07009_033E","B07009_033M","B07009_034E","B07009_034M","B07009_035E","B07009_035M","B07009_036E","B07009_036M","B07009_001E","B07009_001M","B07009_002E","B07009_002M","B07009_003E","B07009_003M","B07009_004E","B07009_004M","B07009_005E","B07009_005M","B07009_006E","B07009_006M","B07009_007E","B07009_007M","B07009_008E"
"id","Geographic Area Name","Margin of Error!!Total!!Same house 1 year ago!!Less than high school graduate","Estimate!!Total!!Same house 1 year ago!!High school graduate (includes equivalency)","Margin of Error!!Total!!Same house 1 year ago!!High school graduate (includes equivalency)","Estimate!!Total!!Same house 1 year ago!!Some college or associate's degree","Margin of Error!!Total!!Same house 1 year ago!!Some college or associate's degree","Estimate!!Total!!Same house 1 year ago!!Bachelor's degree","Margin of Error!!Total!!Same house 1 year ago!!Bachelor's degree","Estimate!!Total!!Same house 1 year ago!!Graduate or professional degree","Margin of Error!!Total!!Same house 1 year ago!!Graduate or professional degree","Estimate!!Total!!Moved within same county","Margin of Error!!Total!!Moved within same county","Estimate!!Total!!Moved within same county!!Less than high school graduate","Margin of Error!!Total!!Moved within same county!!Less than high school graduate","Estimate!!Total!!Moved within same county!!High school graduate (includes equivalency)","Margin of Error!!Total!!Moved within same county!!High school graduate (includes equivalency)","Estimate!!Total!!Moved within same county!!Some college or associate's degree","Margin of Error!!Total!!Moved within same county!!Some college or associate's degree","Estimate!!Total!!Moved within same county!!Bachelor's degree","Margin of Error!!Total!!Moved within same county!!Bachelor's degree","Estimate!!Total!!Moved within same county!!Graduate or professional degree","Margin of Error!!Total!!Moved within same county!!Graduate or professional degree","Estimate!!Total!!Moved from different county within same state","Margin of Error!!Total!!Moved from different county within same state","Estimate!!Total!!Moved from different county within same state!!Less than high school graduate","Margin of Error!!Total!!Moved from different county within same state!!Less than high school graduate","Estimate!!Total!!Moved from different county within same state!!High school graduate (includes equivalency)","Margin of Error!!Total!!Moved from different county within same state!!High school graduate (includes equivalency)","Estimate!!Total!!Moved from different county within same state!!Some college or associate's degree","Margin of Error!!Total!!Moved from different county within same state!!Some college or associate's degree","Estimate!!Total!!Moved from different county within same state!!Bachelor's degree","Margin of Error!!Total!!Moved from different county within same state!!Bachelor's degree","Estimate!!Total!!Moved from different county within same state!!Graduate or professional degree","Margin of Error!!Total!!Moved from different county within same state!!Graduate or professional degree","Estimate!!Total!!Moved from different state","Margin of Error!!Total!!Moved from different state","Estimate!!Total!!Moved from different state!!Less than high school graduate","Margin of Error!!Total!!Moved from different state!!Less than high school graduate","Estimate!!Total!!Moved from different state!!High school graduate (includes equivalency)","Margin of Error!!Total!!Moved from different state!!High school graduate (includes equivalency)","Estimate!!Total!!Moved from different state!!Some college or associate's degree","Margin of Error!!Total!!Moved from different state!!Some college or associate's degree","Estimate!!Total!!Moved from different state!!Bachelor's degree","Margin of Error!!Total!!Moved from different state!!Bachelor's degree","Estimate!!Total!!Moved from different state!!Graduate or professional degree","Margin of Error!!Total!!Moved from different state!!Graduate or professional degree","Estimate!!Total!!Moved from abroad","Margin of Error!!Total!!Moved from abroad","Estimate!!Total!!Moved from abroad!!Less than high school graduate","Margin of Error!!Total!!Moved from abroad!!Less than high school graduate","Estimate!!Total!!Moved from abroad!!High school graduate (includes equivalency)","Margin of Error!!Total!!Moved from abroad!!High school graduate (includes equivalency)","Estimate!!Total!!Moved from abroad!!Some college or associate's degree","Margin of Error!!Total!!Moved from abroad!!Some college or associate's degree","Estimate!!Total!!Moved from abroad!!Bachelor's degree","Margin of Error!!Total!!Moved from abroad!!Bachelor's degree","Estimate!!Total!!Moved from abroad!!Graduate or professional degree","Margin of Error!!Total!!Moved from abroad!!Graduate or professional degree","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Less than high school graduate","Margin of Error!!Total!!Less than high school graduate","Estimate!!Total!!High school graduate (includes equivalency)","Margin of Error!!Total!!High school graduate (includes equivalency)","Estimate!!Total!!Some college or associate's degree","Margin of Error!!Total!!Some college or associate's degree","Estimate!!Total!!Bachelor's degree","Margin of Error!!Total!!Bachelor's degree","Estimate!!Total!!Graduate or professional degree","Margin of Error!!Total!!Graduate or professional degree","Estimate!!Total!!Same house 1 year ago","Margin of Error!!Total!!Same house 1 year ago","Estimate!!Total!!Same house 1 year ago!!Less than high school graduate"
"0500000US44005","Newport County, Rhode Island","1216","10838","1619","12987","1683","13850","1659","13208","1968","2241","857","532","496","328","239","407","385","708","533","266","306","1560","570","172","201","153","175","388","268","644","327","203","184","2688","908","80","140","101","175","286","255","1282","627","939","445","443","404","242","339","0","220","0","220","94","128","107","124","61616","781","4827","1476","11420","1640","14068","1690","16578","1707","14723","2032","54684","1505","3801"
"0500000US44009","Washington County, Rhode Island","1019","18699","2333","19981","1767","21827","2264","17103","2174","1840","657","128","163","557","291","554","319","444","355","157","193","1239","669","89","156","57","116","288","238","376","331","429","389","2023","637","343","230","453","416","289","216","473","302","465","279","202","176","0","220","0","220","165","151","37","58","0","220","87230","974","4876","1096","19766","2459","21277","1796","23157","2337","18154","2317","81926","1431","4316"
"0500000US45073","Oconee County, South Carolina","2154","13775","2087","15330","2139","7553","1505","4996","1104","3566","1528","424","323","1311","744","1362","761","411","363","58","101","646","360","43","68","89","115","203","193","244","245","67","116","2332","972","292","354","288","274","598","403","763","491","391","350","359","334","0","214","183","201","0","214","91","143","85","137","56382","639","8584","2103","15646","2032","17493","2345","9062","1622","5597","1174","49479","1885","7825"
"0500000US48187","Guadalupe County, Texas","1772","29977","3053","29224","2729","17901","2188","8231","1513","5154","1823","630","399","2530","1422","1172","766","502","455","320","287","4127","1297","268","305","1370","670","939","586","811","416","739","536","2404","1018","111","178","869","774","389","272","648","398","387","330","486","388","154","247","83","130","77","128","52","88","120","221","107894","512","11553","1856","34829","3458","31801","2708","19914","2335","9797","1776","95723","2645","10390"
"0500000US53061","Snohomish County, Washington","3313","117046","6449","175586","5482","105529","5089","49695","3055","45440","4303","5533","2486","8983","1739","17041","2855","9935","1830","3948","1223","23444","2856","1491","844","4307","1308","7250","1666","6136","1281","4260","1136","11266","2953","940","569","2205","1143","3833","1261","2852","1152","1436","654","3670","1274","373","314","488","472","716","691","1150","604","943","452","567618","1050","44279","3532","133029","6413","204426","6452","125602","5812","60282","3471","483798","5907","35942"
"0500000US72113","Ponce Municipio, Puerto Rico","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US06085","Santa Clara County, California","6839","165305","7516","260991","8636","325158","10244","282851","7716","116120","8653","11632","2648","15738","2874","23071","3493","33309","3336","32370","3120","26700","3678","964","420","1968","823","4742","1216","10071","2004","8955","1600","21442","3142","492","391","720","441","2490","817","7299","1583","10441","1849","20399","3283","1399","640","955","480","2652","1618","7395","1500","7998","1774","1349769","889","145290","7242","184686","7717","293946","8880","383232","9790","342615","8731","1165108","10202","130803"
"0500000US06099","Stanislaus County, California","4593","95867","5114","102856","4967","35886","3297","16070","2482","22629","3288","3235","1236","8954","1999","7205","1628","2533","872","702","350","8851","1906","1272","547","2281","973","3520","1159","952","476","826","472","1452","855","63","109","431","351","58","97","445","439","455","536","1121","588","324","240","427","376","265","276","105","107","0","211","348796","694","68958","4488","107960","5652","113904","4837","39921","3310","18053","2595","314743","3925","64064"
"0500000US12099","Palm Beach County, Florida","7239","234430","10041","257365","10465","213983","8371","134527","5538","80889","8037","8952","1937","20787","3910","23094","3247","18046","2812","10010","1589","22015","3027","3427","1244","4397","1248","6571","1621","3958","1097","3662","1272","29723","3283","2205","1180","3862","1259","8947","1733","9017","1687","5692","1360","8980","2266","1462","790","2011","1030","1985","973","2494","985","1028","582","1090260","391","124394","7568","265487","10212","297962","10511","247498","8846","154919","6407","948653","9175","108348"
"0500000US13117","Forsyth County, Georgia","1531","24298","2487","30427","1997","46405","3063","27043","2412","5690","1628","219","175","723","503","1667","809","1629","687","1452","804","7715","1725","128","132","710","527","1589","633","3145","1022","2143","726","3540","1206","79","114","398","240","1204","928","900","500","959","487","507","397","27","45","0","226","0","226","440","374","40","72","154377","754","9205","1494","26129","2588","34887","2224","52519","3229","31637","2541","136925","2850","8752"
"0500000US20173","Sedgwick County, Kansas","2569","69849","4286","88495","4980","57247","3468","34355","2886","41440","4709","5477","1291","12454","2678","13908","2257","5817","1434","3784","1121","5541","1391","250","290","1950","880","1742","666","873","478","726","737","6915","1939","709","696","1291","798","2620","868","1115","514","1180","636","1610","831","9","17","159","153","544","535","296","226","602","515","334230","312","35223","2657","85703","5064","107309","5213","65348","3429","40647","3192","278724","5095","28778"
"0500000US26005","Allegan County, Michigan","1183","26000","1617","23369","1627","10421","1631","6907","1054","2565","642","106","85","929","471","1159","450","287","190","84","147","2433","768","223","261","763","315","794","433","376","222","277","195","612","453","0","172","272","250","130","193","140","116","70","93","253","177","87","99","37","60","44","78","44","54","41","72","80051","464","7907","1177","28001","1737","25496","1749","11268","1666","7379","1106","74188","1270","7491"
"0500000US26081","Kent County, Michigan","2836","90292","4200","120864","4867","90840","4446","46948","3261","36794","3643","4612","1378","10088","2184","10028","2119","8799","1783","3267","1054","9887","1694","955","625","2326","962","2582","810","2623","898","1401","516","7487","2078","220","353","1190","713","2284","1528","2071","749","1722","786","1876","911","260","259","930","740","0","172","543","343","143","138","434090","334","35149","3260","104826","4440","135758","4888","104876","4738","53481","3400","378046","4704","29102"
"0500000US29189","St. Louis County, Missouri","3218","127439","5526","173506","6612","152860","6118","117338","4889","50339","5091","4024","1268","10097","1966","18398","2989","10099","1956","7721","1559","18640","3245","709","409","3776","1080","6101","1510","4803","1472","3251","1050","11609","2289","351","348","1928","674","2468","803","3230","1059","3632","1116","2308","1412","391","415","364","377","123","173","1207","1228","223","169","692991","946","44427","3635","143604","6192","200596","6890","172199","6274","132165","4977","610095","5728","38952"
"0500000US34007","Camden County, New Jersey","3478","89221","4496","84236","4777","59259","3415","38743","3265","23238","3080","3050","1093","6492","1658","7724","1868","3292","979","2680","957","9118","2495","450","385","2596","1033","2514","914","3225","1326","333","196","6715","1735","975","592","1076","758","1952","857","1740","809","972","520","2979","1580","558","376","780","810","828","575","247","397","566","589","350674","5","42198","3517","100165","4320","97254","4999","67763","3766","43294","3693","308624","3918","37165"
"0500000US35035","Otero County, New Mexico","1617","10575","2000","12732","1794","3446","963","2829","798","2709","1194","185","197","1497","935","662","461","279","339","86","121","2188","990","62","112","455","458","819","574","696","510","156","202","3164","1276","147","136","247","268","1134","941","1339","908","297","336","1201","793","631","347","62","112","446","416","62","112","0","201","44690","1209","6871","1742","12836","2103","15793","2166","5822","1356","3368","933","35428","2076","5846"
"0500000US37171","Surry County, North Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US47149","Rutherford County, Tennessee","2497","50138","3974","59404","3851","36742","3606","15111","2400","13353","2789","1621","1134","3024","1038","4103","1646","3711","1392","894","623","9663","2554","888","620","1793","867","3631","1418","2353","1123","998","823","5420","1916","30","53","1712","836","1927","1211","1092","715","659","581","827","619","341","355","47","79","0","211","352","474","87","157","204884","894","17106","2811","56714","4018","69065","3995","44250","4124","17749","2471","175621","4194","14226"
"0500000US48183","Gregg County, Texas","1685","21035","2811","23501","2734","9236","1730","5690","1347","6014","1609","694","474","1778","798","2603","961","597","405","342","343","3245","1255","80","125","1043","476","1622","883","500","441","0","228","772","574","272","291","69","90","108","142","266","348","57","98","43","81","0","228","43","81","0","228","0","228","0","228","80060","1282","11570","1765","23968","2939","27834","2830","10599","1789","6089","1379","69986","2447","10524"
"0500000US48347","Nacogdoches County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US51069","Frederick County, Virginia","1191","17345","1817","16412","1665","7771","1581","7361","1144","2277","1165","154","152","585","520","511","340","854","799","173","204","3196","1032","47","64","1162","771","551","331","691","463","745","527","567","320","33","60","196","187","261","182","15","24","62","99","272","289","187","255","34","62","51","88","0","206","0","206","61130","772","6350","1192","19322","2004","17786","1729","9331","1923","8341","1326","54818","1604","5929"
"0500000US55089","Ozaukee County, Wisconsin","533","11526","1162","15789","1449","15680","1741","11264","1667","3258","1238","279","245","232","190","926","470","1374","1004","447","370","1906","714","48","83","268","207","424","298","586","459","580","396","1423","903","0","151","312","276","751","719","142","231","218","218","353","377","0","151","60","76","0","151","210","266","83","139","62738","303","1866","621","12398","1194","17890","1765","17992","1943","12592","1779","55798","1458","1539"
"0500000US55133","Waukesha County, Wisconsin","1520","57039","2682","72085","3635","75420","3529","41148","2260","15923","2140","1339","644","2844","884","4737","1046","4771","1121","2232","611","10284","1996","484","492","2476","898","2732","927","2799","801","1793","637","2716","944","0","151","538","286","1003","503","810","428","365","258","508","349","38","52","0","151","38","52","132","165","300","263","284512","672","11250","1778","62897","2921","80595","3520","83932","3458","45838","2351","255081","3149","9389"
"0500000US04021","Pinal County, Arizona","3215","78212","5005","96682","4904","31693","2976","18810","2764","16491","2940","3117","1380","6060","1769","5640","1336","954","671","720","484","14594","3031","1450","657","2895","930","7775","2071","1399","596","1075","605","15499","2786","708","633","3315","1134","5809","1776","3613","1170","2054","905","1297","545","610","297","65","81","196","186","303","231","123","155","309013","1382","41620","3445","90547","4891","116102","4997","37962","3332","22782","3000","261132","4622","35735"
"0500000US06045","Mendocino County, California","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US06059","Orange County, California","9127","336058","9873","547088","11819","495147","11050","275779","8229","173070","8861","23464","3269","27668","3265","45112","3788","52606","4588","24220","2803","49748","4341","4012","1309","7660","1622","11712","1935","16372","2317","9992","1738","25442","3320","1020","640","3339","1298","6383","1509","7317","1516","7383","1797","17431","3455","1895","795","1729","628","2084","936","7570","2103","4153","1375","2194598","612","305226","9143","376454","10796","612379","11418","579012","11841","321527","8922","1928907","11350","274835"
"0500000US12053","Hernando County, Florida","2907","41681","3414","41194","3283","14873","2118","7600","1448","7973","1915","956","575","2931","1061","2867","1031","1008","508","211","211","5858","1454","802","540","2031","859","2359","851","501","329","165","201","4982","1399","306","246","1454","830","2305","934","653","546","264","209","1080","765","13","27","349","454","517","446","26","47","175","253","143126","887","19962","2874","48446","3469","49242","3416","17061","2183","8415","1472","123233","2843","17885"
"0500000US12115","Sarasota County, Florida","2683","84102","5260","88515","4698","61075","4131","41348","2881","23773","3613","2424","1224","7620","2237","6911","1702","4320","1270","2498","1057","7152","1405","300","242","2054","710","1984","682","907","427","1907","669","15917","2568","461","482","3322","1145","4661","1123","4115","1317","3358","963","1388","729","156","259","288","315","404","313","163","196","377","360","341851","1290","21922","2809","97386","5512","102475","4975","70580","4817","49488","3564","293621","4434","18581"
"0500000US12119","Sumter County, Florida","1948","30026","2810","32242","3574","18227","2656","14906","3219","4329","1866","415","292","1975","1089","1319","774","463","437","157","208","3106","1359","190","185","754","473","1426","1127","363","335","373","370","3245","1410","209","277","1059","806","827","791","333","378","817","568","906","676","149","210","391","362","210","222","156","256","0","229","115853","1040","9829","2051","34205","2972","36024","3615","19542","2559","16253","3191","104267","2524","8866"
"0500000US29183","St. Charles County, Missouri","1737","61096","4051","76209","3540","57993","3762","37979","3041","15765","2356","555","351","2610","895","5760","1420","5187","1270","1653","751","8724","2016","362","291","2418","1009","2561","859","2108","777","1275","577","3209","877","49","82","491","303","682","296","1472","596","515","328","489","400","0","190","193","229","55","89","241","245","0","190","272809","829","12311","1810","66808","3981","85267","4107","67001","3909","41422","3126","244622","3210","11345"
"0500000US29187","St. Francois County, Missouri","1070","15194","2039","14180","2018","3280","1277","3857","1358","3671","1284","866","628","1469","721","1111","686","225","219","0","190","2273","550","669","325","1086","277","377","292","65","124","76","132","352","331","101","174","240","191","0","190","11","20","0","190","274","421","274","421","0","190","0","190","0","190","0","190","47504","360","6333","1297","17989","2113","15668","2026","3581","1330","3933","1351","40934","1449","4423"
"0500000US36059","Nassau County, New York","4683","205870","6632","197032","6417","221921","6873","186118","5512","28795","3066","1209","541","5925","1290","7062","1604","8436","1551","6163","1409","22292","3091","2301","769","4229","948","4212","1323","6124","1435","5426","1297","4875","1386","397","436","593","398","999","569","1721","704","1165","488","3618","1028","1095","643","518","339","292","252","712","447","1001","689","947754","239","82235","4916","217135","6640","209597","6573","238914","6862","199873","5584","888174","5056","77233"
"0500000US36071","Orange County, New York","2589","65015","4332","67453","3652","40420","3045","27280","2551","11418","2492","2039","1343","2626","1296","3534","983","1726","669","1493","545","6189","1689","470","360","2352","1119","1264","623","1360","631","743","412","2949","978","293","299","762","421","873","504","578","388","443","422","1845","960","348","346","529","386","173","205","95","153","700","640","245240","487","25821","2933","71284","4353","73297","3748","44179","3135","30659","2691","222839","3440","22671"
"0500000US37133","Onslow County, North Carolina","2186","26960","2530","31987","3158","13489","2068","5880","1221","8127","2368","450","428","1985","910","3600","1311","1604","985","488","319","1899","884","108","150","343","322","477","348","472","526","499","392","7566","2464","197","179","1708","971","3109","1512","1597","676","955","828","1263","702","73","124","629","444","181","220","302","462","78","127","106570","1277","10227","2269","31625","2612","39354","3217","17464","2487","7900","1569","87715","3066","9399"
"0500000US39113","Montgomery County, Ohio","2658","86712","4229","103832","4840","53867","3200","39574","2582","35580","3465","4845","1161","12363","2157","11402","2337","4887","1212","2083","668","10269","1755","1374","648","2051","632","4015","1132","2177","802","652","344","7910","1947","884","684","2351","1207","2023","784","1522","778","1130","481","851","490","337","399","106","104","209","188","129","121","70","74","366022","685","34867","2894","103583","4211","121481","4907","62582","3660","43509","2759","311412","4693","27427"
"0500000US45045","Greenville County, South Carolina","3605","73708","4434","84572","4973","66138","3567","39457","2759","28310","3224","3103","958","6789","1682","6259","1462","8828","1908","3331","944","8516","1770","629","448","2054","926","2923","1140","2014","730","896","418","12393","2030","1331","819","1815","684","3652","813","3770","1164","1825","707","3649","1485","585","576","450","336","1196","808","904","485","514","515","350656","572","39561","3813","84816","4652","98602","4996","81654","3949","46023","2970","297788","4312","33913"
"0500000US51059","Fairfax County, Virginia","4132","93491","6000","123151","4939","206907","6264","213743","6825","45646","4128","4660","1734","6110","1839","8548","1474","14980","2243","11348","1745","20333","2195","2098","936","1230","586","3039","964","7530","1336","6436","1350","26213","3113","719","503","1834","641","4209","1090","9017","1415","10434","1969","8629","1857","1079","657","758","393","1353","627","3336","1052","2103","837","785272","362","55715","4819","103423","6134","140300","5539","241770","6224","244064","7294","684451","6510","47159"
"0500000US12017","Citrus County, Florida","2627","41068","3423","35611","3690","12761","2597","7325","1598","3375","1056","354","342","1562","680","994","443","465","399","0","229","2799","952","435","379","607","448","1124","586","516","488","117","190","3814","1200","215","206","1886","896","1393","633","320","265","0","229","308","323","26","59","0","229","164","276","118","143","0","229","118099","1106","12068","2710","45123","3359","39286","3365","14180","2914","7442","1614","107803","2357","11038"
"0500000US17143","Peoria County, Illinois","1465","30672","2720","36011","2763","20996","2185","12272","1636","7357","1760","861","457","1747","670","2745","1153","1388","682","616","389","3190","1044","632","368","718","523","996","495","486","320","358","254","1642","871","35","58","168","192","455","337","466","323","518","420","606","453","0","190","98","126","36","58","298","251","174","236","121569","634","10351","1606","33403","2668","40243","2841","23634","2221","13938","1670","108774","2128","8823"
"0500000US18059","Hancock County, Indiana","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US27139","Scott County, Minnesota","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US36087","Rockland County, New York","2895","44027","3481","44710","3187","43919","2981","37706","2445","8907","1712","1481","841","1892","588","2385","702","2200","838","949","414","3060","1156","327","319","847","600","932","476","690","527","264","234","1842","836","0","201","651","386","622","459","330","332","239","268","1027","996","129","223","346","516","313","450","67","80","172","260","203545","419","20284","3063","47763","3566","48962","3195","47206","2882","39330","2572","188709","2426","18347"
"0500000US06065","Riverside County, California","8434","423412","10949","448304","10223","195349","6667","111606","5363","96751","7371","14830","3130","26062","2944","32845","3304","14130","2539","8884","1836","56379","4778","7650","1333","14387","2122","19389","2669","10612","2047","4341","1076","17103","2587","1134","537","3358","1149","5711","1211","4007","1364","2893","726","6878","1469","1200","573","981","550","1834","651","1858","957","1005","519","1596550","589","265582","8767","468200","10470","508083","10758","225956","7055","128729","5795","1419439","9542","240768"
"0500000US08101","Pueblo County, Colorado","1838","28089","2129","38414","2556","14478","1713","7315","1066","10693","1787","545","483","3660","1202","4672","1336","1177","465","639","351","2971","1174","166","132","680","713","1341","699","567","408","217","149","2649","1044","477","423","366","365","1235","593","244","193","327","259","240","185","0","204","48","80","121","102","71","86","0","204","115082","521","11421","1993","32843","2524","45783","2848","16537","1857","8498","1204","98529","2150","10233"
"0500000US12107","Putnam County, Florida","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US13121","Fulton County, Georgia","4208","110908","7597","124982","5913","191427","8727","132112","6554","49513","4420","2802","939","9643","2430","8722","1708","17565","2508","10781","1938","34486","4501","1970","822","7033","1778","9054","2282","9178","2007","7251","1652","25607","3030","781","404","3656","1308","7447","2209","7223","1605","6500","1560","6237","1538","1204","783","370","306","407","382","1671","772","2585","1080","714305","195","45790","4486","131610","8305","150612","7048","227064","8284","159229","6676","598462","6768","39033"
"0500000US17097","Lake County, Illinois","3354","85178","3931","97323","4227","109224","4152","80798","4053","25772","3044","2906","914","6014","1422","6976","1418","5739","1256","4137","1022","12050","1982","1084","460","2520","1408","2874","778","3285","820","2287","793","7967","1905","51","83","1883","1077","2011","821","2823","1106","1199","576","3534","1228","661","713","491","448","793","510","615","431","974","489","459793","694","42649","3091","96086","4299","109977","4530","121686","4485","89395","3909","410470","4513","37947"
"0500000US29037","Cass County, Missouri","1090","21144","2220","21296","2038","11538","1420","5417","1272","3873","1256","358","264","1592","795","1388","689","252","223","283","225","1381","651","141","143","291","203","676","467","116","113","157","249","2677","938","171","210","429","438","630","411","952","504","495","421","160","186","84","137","76","126","0","190","0","190","0","190","71371","791","4639","1345","23532","2214","23990","2285","12858","1469","6352","1447","63280","1702","3885"
"0500000US34005","Burlington County, New Jersey","2671","78021","3727","78759","3934","68416","3607","39222","2503","14506","1982","1059","628","3457","827","4825","1244","2998","916","2167","778","10202","2170","830","800","2662","874","3144","973","2307","836","1259","601","5349","1355","240","225","512","289","1724","661","2002","717","871","436","2298","1011","97","91","251","206","503","476","784","484","663","442","315066","595","20519","3161","84903","3887","88955","3987","76507","3765","44182","2710","282711","3467","18293"
"0500000US37071","Gaston County, North Carolina","2071","42940","2584","46530","2698","20086","2051","7880","1052","9641","1869","2203","849","2424","669","3922","1142","614","326","478","372","5127","1557","659","450","1164","469","1754","917","1153","588","397","324","2322","829","99","118","1128","586","651","306","325","314","119","140","233","202","37","61","161","192","0","210","0","210","35","58","154383","609","22622","2134","47817","2685","52857","2878","22178","2114","8909","1080","137060","2608","19624"
"0500000US42091","Montgomery County, Pennsylvania","3306","128589","5312","113237","4834","143306","5052","110619","4154","30324","2902","1656","592","6075","957","8195","1551","9547","1688","4851","1152","16394","2329","538","276","4230","1051","3138","1142","4641","844","3847","1191","8853","2101","472","612","813","413","1215","497","2862","1019","3491","1386","2155","831","503","416","122","137","485","377","224","195","821","452","583988","161","33680","3351","139829","5676","126270","5117","160580","5280","123629","4448","526262","4280","30511"
"0500000US46099","Minnehaha County, South Dakota","1304","27612","2306","35655","2310","25724","2233","11933","1725","11813","2186","1818","869","3743","1337","3337","1239","1844","724","1071","529","4984","1403","294","260","1480","710","1395","751","1048","532","767","417","2397","930","110","144","427","306","976","563","659","399","225","193","338","282","79","135","47","75","63","93","149","173","0","163","127542","872","9387","1553","33309","2744","41426","2747","29424","2179","13996","1674","108010","2506","7086"
"0500000US47187","Williamson County, Tennessee","1484","15624","2561","26049","2854","52812","3151","27932","3161","6554","1785","576","436","920","517","1178","615","2247","1300","1633","957","6403","1770","324","369","1295","751","1403","839","2004","698","1377","894","9927","2785","98","168","690","620","2843","1703","4096","1324","2200","1482","828","585","0","211","355","356","0","211","109","191","364","458","151337","860","6206","1589","18884","2668","31473","3336","61268","3456","33506","3863","127625","3252","5208"
"0500000US48439","Tarrant County, Texas","8860","279126","11035","333415","9829","244681","9403","122634","5900","120358","7925","14743","2569","27859","3507","40637","4454","24913","3150","12206","2574","35633","4432","2467","1135","10448","2655","11249","2399","9008","1976","2461","664","30421","4431","2015","1014","6794","1881","9684","2402","5839","1822","6089","1563","8452","2131","1773","773","1451","568","1586","716","2673","1328","969","538","1341329","702","187607","9686","325678","11648","396571","10439","287114","10048","144359","6849","1146465","9600","166609"
"0500000US01117","Shelby County, Alabama","1718","25881","2314","42709","3497","34403","2436","18105","2045","6787","1477","217","201","1387","662","2040","712","2254","795","889","432","7570","1960","362","277","1281","753","2252","1182","2636","1146","1039","638","1932","837","18","31","228","235","561","430","722","403","403","340","1402","1510","0","201","0","201","995","1454","164","209","243","405","149389","1430","11197","1786","28777","2382","48557","3471","40179","2673","20679","2169","131698","2687","10600"
"0500000US01121","Talladega County, Alabama","1572","17315","2100","15825","2076","4603","1124","3047","870","3881","1265","1141","616","1529","749","916","451","257","258","38","63","1852","797","598","455","520","451","734","557","0","201","0","201","1018","639","129","161","149","180","398","345","342","383","0","201","72","112","0","201","72","112","0","201","0","201","0","201","56275","138","10530","1657","19585","1967","17873","2024","5202","1200","3085","872","49452","1529","8662"
"0500000US01125","Tuscaloosa County, Alabama","2155","36418","3614","33197","3286","19899","2665","14009","1746","11790","2199","1812","876","3317","1404","3633","1386","1849","891","1179","585","2280","840","213","200","434","389","744","424","617","456","272","258","2297","1196","223","354","507","385","438","285","735","724","394","334","396","309","41","69","32","56","181","200","83","149","59","115","130662","754","12665","2408","40708","4019","38193","3221","23183","2961","15913","1767","113899","2825","10376"
