"GEO_ID","NAME","B07009_001E","B07009_001M","B07009_002E","B07009_002M","B07009_003E","B07009_003M","B07009_004E","B07009_004M","B07009_005E","B07009_005M","B07009_006E","B07009_006M","B07009_007E","B07009_007M","B07009_008E","B07009_008M","B07009_009E","B07009_009M","B07009_010E","B07009_010M","B07009_011E","B07009_011M","B07009_012E","B07009_012M","B07009_013E","B07009_013M","B07009_014E","B07009_014M","B07009_015E","B07009_015M","B07009_016E","B07009_016M","B07009_017E","B07009_017M","B07009_018E","B07009_018M","B07009_019E","B07009_019M","B07009_020E","B07009_020M","B07009_021E","B07009_021M","B07009_022E","B07009_022M","B07009_023E","B07009_023M","B07009_024E","B07009_024M","B07009_025E","B07009_025M","B07009_026E","B07009_026M","B07009_027E","B07009_027M","B07009_028E","B07009_028M","B07009_029E","B07009_029M","B07009_030E","B07009_030M","B07009_031E","B07009_031M","B07009_032E","B07009_032M","B07009_033E","B07009_033M","B07009_034E","B07009_034M","B07009_035E","B07009_035M","B07009_036E","B07009_036M"
"0500000US40131","Rogers County, Oklahoma","56930","616","6240","1160","18489","1933","19351","1723","9351","1457","3499","1015","51207","1386","5420","1014","16604","1790","17540","1735","8314","1375","3329","1022","2893","926","462","297","763","396","1422","668","246","359","0","253","2007","860","263","256","1006","728","164","155","529","344","45","78","669","410","95","112","116","143","225","222","160","157","73","126","154","196","0","253","0","253","0","253","102","121","52","87"
"0500000US40143","Tulsa County, Oklahoma","392555","566","46760","3920","105102","4803","129653","5397","74957","3631","36083","2843","333379","4336","36376","3277","88325","5173","110130","5307","66411","3472","32137","2668","41558","3906","8004","1676","12284","2354","13512","2038","5956","1558","1802","584","9741","2375","1208","554","2965","1108","3179","1091","1562","639","827","603","6857","1647","626","436","1528","639","2562","881","824","558","1317","613","1020","529","546","376","0","253","270","201","204","206","0","253"
"0500000US40145","Wagoner County, Oklahoma","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US41003","Benton County, Oregon","50386","678","3122","986","8136","1341","14939","1732","13112","1380","11077","1373","44441","1195","2882","961","7099","1319","13184","1625","11596","1318","9680","1273","2554","816","0","277","648","457","924","531","819","408","163","219","1358","655","118","98","353","290","569","448","196","212","122","164","1426","523","122","133","0","277","262","268","501","267","541","337","607","527","0","277","36","61","0","277","0","277","571","520"
"0500000US41005","Clackamas County, Oregon","259973","595","23315","2190","63685","3882","95710","3956","49846","3130","27417","2461","226484","3674","19831","2280","55810","3663","82153","3710","43784","3224","24906","2530","18068","2820","2164","998","4576","1338","7904","1589","2253","866","1171","661","9374","2208","829","706","1703","772","3615","1369","2526","869","701","411","5000","1294","491","457","1596","733","1329","579","945","551","639","480","1047","687","0","277","0","277","709","674","338","294","0","277"
"0500000US41017","Deschutes County, Oregon","109851","1342","7561","1502","24628","2215","44384","3067","22891","2636","10387","1427","90667","3158","5799","1436","20113","1884","36200","2838","19159","2265","9396","1457","11342","2462","1010","633","2861","983","5454","1599","1738","691","279","243","2848","948","416","304","870","531","1040","544","426","317","96","115","4910","1761","336","443","784","582","1690","844","1484","1038","616","571","84","150","0","277","0","277","0","277","84","150","0","277"
"0500000US41019","Douglas County, Oregon","77578","548","10984","1506","24835","2244","29232","2123","8131","1409","4396","1019","65332","2381","8458","1455","22148","2334","23747","1931","7164","1227","3815","927","7933","2230","1677","758","1978","1019","3867","1471","411","513","0","277","1939","810","572","529","212","234","692","436","199","245","264","240","2181","905","138","179","497","431","872","526","357","316","317","290","193","230","139","213","0","277","54","88","0","277","0","277"
"0500000US41029","Jackson County, Oregon","142279","960","14864","2030","40406","2814","53222","3217","21539","2170","12248","1686","118174","3626","12303","1700","32528","2826","43328","3578","19649","2057","10366","1590","15168","2744","2091","809","5457","1663","5576","1602","925","425","1119","630","4255","1811","193","241","1579","957","2203","1235","280","330","0","277","4413","1326","277","181","842","501","2048","996","601","361","645","432","269","288","0","277","0","277","67","113","84","137","118","147"
"0500000US41033","Josephine County, Oregon","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US41035","Klamath County, Oregon","45030","1240","6270","1033","13905","1753","16849","1709","5322","1096","2684","979","39660","1557","5022","874","12687","1702","15179","1619","4574","1087","2198","819","2363","867","386","282","732","330","826","595","230","199","189","236","1173","638","0","277","445","392","376","340","194","232","158","243","1324","641","436","367","41","71","422","287","286","274","139","166","510","408","426","400","0","277","46","73","38","66","0","277"
"0500000US41039","Lane County, Oregon","237274","911","23218","2627","58653","3458","89169","3891","39682","2556","26552","2422","197400","3986","18943","2570","48850","3084","74051","3771","33231","2494","22325","2193","28867","3678","3198","1137","7422","1872","11401","1970","4555","1334","2291","825","4388","1440","803","510","995","564","2020","911","366","258","204","197","5147","1153","74","121","1307","564","1449","533","979","372","1338","549","1472","653","200","267","79","129","248","224","551","366","394","279"
"0500000US41043","Linn County, Oregon","79626","580","8088","1098","25021","2184","31886","2003","11039","1671","3592","957","71654","1888","7272","1078","22173","2064","29116","2120","9861","1509","3232","865","3787","1316","636","439","1256","558","1308","657","384","308","203","200","2781","1131","123","213","996","734","1098","555","450","368","114","137","1356","710","57","97","548","431","364","293","344","389","43","72","48","79","0","277","48","79","0","277","0","277","0","277"
"0500000US41047","Marion County, Oregon","202630","728","34677","2923","54749","3295","70014","3489","26091","2349","17099","2299","170955","3695","26973","2573","45547","3186","59736","3410","24333","2302","14366","1975","21039","3051","5654","1720","6289","1308","6899","1612","1055","453","1142","540","6068","1720","978","467","1844","940","1857","632","373","425","1016","653","3795","1249","830","763","957","467","1357","706","228","190","423","414","773","513","242","378","112","139","165","273","102","122","152","148"
"0500000US41051","Multnomah County, Oregon","514805","887","58153","4380","104545","5068","156551","5149","122376","5201","73180","3639","416644","6033","46974","3946","85720","4751","126077","5125","97986","4956","59887","3392","60740","5765","8698","2264","12825","1852","19411","3181","13416","2208","6390","1430","14054","2109","1197","531","3043","888","4509","1220","3011","849","2294","667","19896","2623","717","411","2272","751","6046","1597","6999","1720","3862","949","3471","1106","567","390","685","442","508","317","964","641","747","478"
"0500000US41053","Polk County, Oregon","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US41059","Umatilla County, Oregon","49075","649","8792","961","14008","1376","19830","1621","3485","737","2960","658","40941","1568","7475","992","11573","1358","16138","1538","3314","709","2441","562","4843","1325","956","583","1354","600","2022","875","60","68","451","371","1798","706","181","129","681","301","808","421","71","122","57","94","1493","574","180","175","400","256","862","454","40","65","11","20","0","277","0","277","0","277","0","277","0","277","0","277"
"0500000US41067","Washington County, Oregon","352073","609","32948","3423","64810","4810","116971","5546","90427","4786","46917","2934","300170","4662","28558","3532","54984","4290","99510","5273","76612","4808","40506","2716","29925","3606","2698","939","6112","1611","10763","1993","7104","1717","3248","963","9409","2129","466","385","2056","715","3252","943","2548","1069","1087","813","9683","2150","1153","771","1339","714","2934","894","2754","1061","1503","816","2886","1021","73","120","319","297","512","411","1409","775","573","365"
"0500000US41071","Yamhill County, Oregon","64758","818","8701","1341","20945","1912","21922","2059","8650","1368","4540","989","57222","1919","7967","1333","17690","1832","19354","2027","7830","1286","4381","976","4432","1271","278","272","2128","813","1611","722","299","301","116","143","2153","859","413","269","828","495","549","310","363","341","0","277","951","384","43","71","299","262","408","283","158","184","43","71","0","277","0","277","0","277","0","277","0","277","0","277"
"0500000US42001","Adams County, Pennsylvania","68980","380","8939","1490","29847","1823","17360","1802","7567","1283","5267","1172","62018","1990","7827","1172","27691","1935","14656","1749","7255","1249","4589","941","3479","1123","787","583","1094","523","1206","674","169","153","223","222","1449","681","22","37","422","268","809","464","89","109","107","176","2024","1156","293","240","640","542","689","467","54","65","348","416","10","18","10","18","0","246","0","246","0","246","0","246"
"0500000US42003","Allegheny County, Pennsylvania","858156","1991","63398","4343","275517","6613","217385","6770","181768","5875","120088","4867","765230","5148","56326","3854","251303","6385","192457","6757","160052","5526","105092","4411","64201","4330","5109","1419","18747","2209","18042","2298","12682","1845","9621","1682","10325","2624","804","538","2487","1356","2901","1004","2696","886","1437","620","15887","2593","874","614","2538","847","3678","1188","5558","1563","3239","789","2513","873","285","276","442","295","307","216","780","470","699","610"
"0500000US42005","Armstrong County, Pennsylvania","49902","128","5227","960","25966","1420","11890","1216","5054","741","1765","501","45447","1166","4533","790","23988","1698","10806","1258","4382","749","1738","505","2301","730","373","342","945","413","519","297","464","352","0","246","1869","1103","285","340","946","759","489","258","122","103","27","47","273","192","36","62","75","74","76","91","86","139","0","246","12","20","0","246","12","20","0","246","0","246","0","246"
"0500000US42007","Beaver County, Pennsylvania","122627","471","13673","1753","49284","2423","35070","2313","16117","1489","8483","1314","111862","1814","12287","1575","45376","2451","31585","2198","14911","1506","7703","1234","5675","1066","881","472","2161","651","1675","464","615","290","343","215","2864","1152","221","163","908","753","940","694","447","303","348","375","1961","752","120","161","791","350","817","558","144","168","89","151","265","235","164","159","48","81","53","89","0","246","0","246"
"0500000US42011","Berks County, Pennsylvania","272584","533","41968","2586","106065","4428","62493","3281","41057","3037","21001","2365","238493","3228","34481","2594","94367","4248","54314","3267","36311","2946","19020","2299","24522","3104","5671","1259","8521","1680","5864","1296","3054","827","1412","528","5056","1434","518","343","2002","860","1552","684","815","458","169","183","3121","1024","755","420","888","564","721","453","516","347","241","215","1392","899","543","448","287","292","42","69","361","372","159","238"
"0500000US42013","Blair County, Pennsylvania","88254","464","8771","1348","44929","2338","20308","1969","9575","1454","4671","982","82627","1190","8109","1362","42060","2358","19274","2000","8783","1376","4401","944","4204","1003","565","377","2156","729","673","322","593","337","217","175","674","403","34","41","235","197","313","280","92","98","0","246","623","341","0","246","415","314","48","79","107","147","53","89","126","164","63","83","63","81","0","246","0","246","0","246"
"0500000US42017","Bucks County, Pennsylvania","435007","1088","28158","2520","136983","5427","116174","4523","94314","4609","59378","2982","404077","4524","25694","2494","128123","5140","108612","4396","86776","4453","54872","2798","17251","2574","1339","519","4434","1076","4652","1109","4251","1109","2575","982","7472","2304","985","626","2789","1476","1511","576","1427","587","760","510","5311","1711","140","166","1210","626","1334","620","1641","883","986","515","896","513","0","246","427","343","65","106","219","208","185","223"
"0500000US42019","Butler County, Pennsylvania","126279","587","7484","1885","47321","2256","34420","2418","23670","2139","13384","1774","114836","2491","5949","810","43570","2412","31498","2366","21646","1894","12173","1658","7492","2356","1055","1021","3144","1163","1922","711","1034","544","337","295","2147","659","368","490","240","201","316","194","508","241","715","413","1572","706","112","139","300","152","684","364","393","345","83","109","232","199","0","246","67","112","0","246","89","108","76","126"
"0500000US42021","Cambria County, Pennsylvania","101813","422","11774","1382","47896","2068","22103","1756","13067","1316","6973","1225","93350","1529","10619","1317","44875","2010","19831","1748","11681","1283","6344","1169","4991","1067","921","678","1723","582","1332","464","728","344","287","226","1861","723","234","188","860","452","405","281","336","383","26","44","1464","773","0","246","372","282","454","313","322","333","316","414","147","141","0","246","66","77","81","115","0","246","0","246"
"0500000US42025","Carbon County, Pennsylvania","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US42027","Centre County, Pennsylvania","86787","1132","6911","1461","27627","2285","16792","1895","17943","1942","17514","2169","75172","2078","5340","968","25303","2204","14323","1858","15720","1697","14486","1990","6720","1586","668","466","1308","595","1823","722","1125","601","1796","820","1685","765","223","250","792","497","355","267","149","167","166","198","2103","1001","680","891","148","146","114","158","473","357","688","457","1107","680","0","246","76","96","177","200","476","499","378","353"
"0500000US42029","Chester County, Pennsylvania","331589","519","24147","2772","75464","4024","67080","3674","101537","4045","63361","3333","297633","4485","20598","1847","68439","3984","60661","3448","91004","3924","56931","3086","17317","2456","2288","1228","3449","870","4155","1329","4740","1219","2685","868","7651","1911","275","352","1851","921","923","581","2800","893","1802","824","7124","1992","722","975","1427","725","1022","444","2311","942","1642","1050","1864","765","264","279","298","291","319","253","682","457","301","261"
"0500000US42033","Clearfield County, Pennsylvania","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US42037","Columbia County, Pennsylvania","44094","403","4996","1035","19591","1159","10722","1313","5499","886","3286","570","41692","862","4510","1011","18903","1196","10149","1319","4956","857","3174","559","1218","531","280","193","345","238","205","176","360","238","28","34","779","369","32","38","292","201","240","177","131","110","84","135","270","207","39","63","51","65","128","123","52","69","0","246","135","200","135","200","0","246","0","246","0","246","0","246"
"0500000US42039","Crawford County, Pennsylvania","60475","328","7853","1069","28509","1784","12914","1221","7328","1043","3871","907","54065","1271","6826","983","25940","1588","11088","1184","6543","994","3668","838","3907","879","818","375","1651","707","975","465","411","236","52","70","1767","610","161","188","620","352","597","305","374","261","15","24","706","346","48","75","268","207","254","175","0","246","136","194","30","34","0","246","30","34","0","246","0","246","0","246"
"0500000US42041","Cumberland County, Pennsylvania","159908","2218","13080","1950","55492","3517","37304","3057","32662","2701","21370","2226","141934","3035","11896","1824","50027","3229","32341","2886","28364","2594","19306","2098","9459","1724","754","430","2660","755","2768","755","2337","873","940","557","6089","1372","340","221","2361","780","1879","712","1099","530","410","322","1877","823","90","148","368","490","260","237","680","427","479","331","549","303","0","246","76","125","56","91","182","241","235","202"
"0500000US42043","Dauphin County, Pennsylvania","183201","743","20511","2137","66427","3414","47685","3345","29507","2594","19071","2028","157125","3773","18328","2155","56215","3401","40414","3468","25500","2277","16668","1835","14468","2084","1368","491","5892","1264","3943","1024","2573","1000","692","421","7857","2568","500","346","3597","1530","2183","978","854","493","723","676","3463","1532","240","264","655","382","1145","886","580","410","843","560","288","210","75","102","68","71","0","246","0","246","145","168"
"0500000US42045","Delaware County, Pennsylvania","369773","569","31724","2542","120380","3987","89189","4321","75299","4453","53181","3854","337038","3664","28325","2461","110866","4360","79864","4240","69424","4093","48559","3518","20198","3124","2440","969","6729","1685","5865","1570","3485","1018","1679","677","6784","1432","767","270","1504","534","1953","589","936","408","1624","876","5003","1252","0","246","1103","548","1408","666","1216","620","1276","657","750","328","192","185","178","197","99","120","238","212","43","74"
"0500000US42049","Erie County, Pennsylvania","183154","686","18026","1986","77196","3145","44989","3019","25878","1884","17065","2098","162164","2732","15341","1717","69756","2975","39182","2802","23131","1835","14754","1898","16788","2389","2203","881","6134","1589","4811","1193","2088","671","1552","670","1882","830","473","383","778","595","242","181","171","182","218","220","2200","690","0","246","528","328","729","387","402","300","541","306","120","114","9","16","0","246","25","51","86","104","0","246"
"0500000US42051","Fayette County, Pennsylvania","97912","435","16068","1742","47324","2375","20578","1716","10282","1716","3660","811","90535","1777","14464","1818","44414","2313","18879","1643","9433","1715","3345","772","4098","1346","1189","569","1756","820","544","350","505","315","104","122","2188","906","93","110","889","541","724","464","344","252","138","140","1028","563","284","220","265","210","431","416","0","246","48","81","63","92","38","64","0","246","0","246","0","246","25","45"
"0500000US42055","Franklin County, Pennsylvania","101571","593","14305","2091","42432","2797","24319","2071","13139","1980","7376","1354","92149","1748","12534","2137","39498","2775","21367","1811","11917","1935","6833","1339","6848","1367","1085","483","2145","729","2400","784","952","471","266","258","1015","592","191","287","221","231","345","285","154","157","104","165","1390","625","453","369","510","302","207","210","47","77","173","166","169","208","42","74","58","98","0","246","69","115","0","246"
"0500000US42063","Indiana County, Pennsylvania","56826","759","5955","1153","25941","1623","12555","1443","7640","1196","4735","1128","52480","1237","5507","1046","24482","1621","11367","1500","6948","1040","4176","1082","1932","676","329","278","713","327","617","438","91","91","182","257","1014","509","106","103","418","291","375","329","76","93","39","65","1230","784","0","246","296","240","196","206","525","701","213","224","170","240","13","23","32","52","0","246","0","246","125","233"
"0500000US42069","Lackawanna County, Pennsylvania","149949","972","17258","2166","59387","3022","36497","2734","21919","1981","14888","1913","135554","2303","15576","1962","54603","3032","32544","2625","19223","1873","13608","1879","10105","2036","609","390","3592","1256","3121","940","2070","677","713","430","2599","902","640","633","609","357","570","366","443","349","337","283","1375","779","417","281","512","514","203","151","133","130","110","166","316","289","16","28","71","112","59","90","50","84","120","197"
