FIPS,County Name,State,Size,Pop 2012,Pop 2013,Pop 2014,Pop 2015,GDP 2012,GDP 2013,GDP 2014,GDP 2015,GDP/capita 2012,GDP/capita 2013,GDP/capita 2014,GDP/capita 2015,% Change (2012-2015),% Change (2014-2015),Add Zero FIPS
06037,Los Angeles,CA,Large,9956152,10018604,10072695,10123248,593671075,617139519,654038890,691948578,59628.56684,61599.35246,64931.86679,68352.4278,14.6%,5.3%,06037
17031,Cook,IL,Large,5237174,5250498,5253756,5245831,352175982,357645409,367251284,382626329,67245.4232,68116.47371,69902.6152,72939.12614,8.5%,4.3%,017031
48201,Harris,TX,Large,4262689,4353517,4452695,4551362,377095884,395892886,402388140,395784448,88464.32006,90936.3363,90369.57169,86959.56242999999,-1.7%,-3.8%,048201
04013,Maricopa,AZ,Large,3939776,4006307,4076708,4154076,191057142,197090923,204933478,215381372,48494.41745,49195.162280000004,50269.3541,51848.2021,6.9%,3.1%,04013
06073,San Diego,CA,Large,3179798,3216522,3256875,3290044,191216801,199478489,206197873,214056241,60134.88939,62016.82717999999,63311.57106,65061.81711,8.2%,2.8%,06073
06059,Orange,CA,Large,3085386,3113649,3136750,3160576,216205203,224136032,236013076,260660422,70073.95606,71985.00281,75241.27712,82472.44236,17.7%,9.6%,06059
12086,Miami-Dade,FL,Large,2607800,2643934,2674754,2705982,111586915,122052488,133312487,141734334,42789.67521,46163.21285,49841.02725,52378.15107,22.4%,5.1%,012086
36047,Kings,NY,Large,2579267,2605783,2626644,2643546,59716251,61603353,65748703,68430708,23152.411519999998,23641.01424,25031.44811,25885.95319,11.8%,3.4%,036047
48113,Dallas,TX,Large,2454781,2483807,2517417,2554233,227714939,235032158,242820611,245923071,92763.85102999999,94625.77326,96456.25297999999,96280.59421,3.8%,-0.2%,048113
06065,Riverside,CA,Large,2264804,2291406,2321738,2352080,61827909,66138161,68883179,71921762,27299.4524,28863.571539999997,29668.799410000003,30577.94038,12.0%,3.1%,06065
36081,Queens,NY,Large,2284413,2307766,2328004,2346005,70002804,72459247,77202197,80822563,30643.672580000002,31398.00439,33162.39878,34451.14695,12.4%,3.9%,036081
06071,San Bernardino,CA,Large,2076601,2086732,2104038,2120794,63540956,66250255,70152496,74457899,30598.538669999998,31748.32945,33341.83888,35108.501339999995,14.7%,5.3%,06071
53033,King,WA,Large,2009295,2047039,2081249,2117696,217205401,228953343,245052827,262665880,108100.3043,111846.10699999999,117743.1566,124033.799,14.7%,5.3%,053033
32003,Clark,NV,Large,1996290,2026056,2064991,2110330,86289124,89072440,92987979,104761880,43224.7439,43963.46399,45030.69456,49642.41612,14.8%,10.2%,032003
48439,Tarrant,TX,Large,1882399,1913133,1945378,1983642,94158583,101942754,109242632,108496231,50020.52328,53285.76424,56154.96423,54695.46975,9.3%,-2.6%,048439
06085,Santa Clara,CA,Large,1841868,1870935,1896246,1919220,195550832,213384895,233442273,262053352,106169.8406,114052.5432,123107.5889,136541.5909,28.6%,10.9%,06085
48029,Bexar,TX,Large,1788244,1821250,1857635,1894811,84548540,91119983,100030730,101462544,47280.203369999996,50031.56239,53848.43094,53547.58021,13.3%,-0.6%,048029
12011,Broward,FL,Large,1816837,1840561,1866837,1891684,89743811,90685647,91028045,96591919,49395.63153,49270.65552,48760.5747,51061.339530000005,3.4%,4.7%,012011
26163,Wayne,MI,Large,1794073,1777790,1769007,1762098,77357884,79028915,81275862,87017076,43118.58213,44453.45907,45944.341660000006,49382.654089999996,14.5%,7.5%,026163
36061,New York,NY,Large,1630367,1638790,1646521,1657183,610107941,619538778,657009064,690040650,374215.0945,378046.4721,399028.6574,416393.7537,11.3%,4.4%,036061
06001,Alameda,CA,Large,1556648,1582936,1611572,1637141,93795276,99492172,106057994,112766230,60254.64716,62852.93404,65810.27345,68879.9743,14.3%,4.7%,06001
25017,Middlesex,MA,Large,1541428,1559027,1573084,1584914,134351629,137285503,139844917,147992168,87160.49597999999,88058.4512,88898.56931,93375.51943,7.1%,5.0%,025017
42101,Philadelphia,PA,Large,1551944,1558109,1564042,1570507,103763713,104978841,107688339,110339179,66860.47499,67375.80041,68852.58772000001,70257.04374,5.1%,2.0%,042101
36103,Suffolk,NY,Large,1499272,1501103,1500638,1498947,76859133,79602809,82333702,84761638,51264.30227,53029.54494,54865.79841,56547.454979999995,10.3%,3.1%,036103
06067,Sacramento,CA,Large,1446585,1459474,1477522,1496130,68329118,72324674,76609656,80956280,47234.7757,49555.30143,51850.09496,54110.458320000005,14.6%,4.4%,06067
36005,Bronx,NY,Large,1417864,1432881,1445800,1460412,29926313,29814618,30368740,31177115,21106.61742,20807.462730000003,21004.80011,21348.164080000002,1.1%,1.6%,036005
12099,Palm Beach,FL,Large,1356257,1378497,1402065,1428378,55225552,58243095,69728715,76866505,40719.09085,42251.15833,49732.86902,53813.839889999996,32.2%,8.2%,012099
36059,Nassau,NY,Large,1352131,1356414,1360703,1362858,82095547,84618438,88771946,90762322,60715.67548,62383.93145,65239.7665,66597.04973,9.7%,2.1%,036059
12057,Hillsborough,FL,Large,1282378,1294828,1319511,1350904,69057930,72067480,73038229,77093796,53851.46189,55657.95611,55352.49725,57068.30093,6.0%,3.1%,012057
12095,Orange,FL,Large,1203532,1228274,1258227,1292008,84650165,86785169,85844665,89817807,70334.78545,70656.19642000001,68226.69121,69517.99602,-1.2%,1.9%,012095
39035,Cuyahoga,OH,Large,1266210,1264622,1262459,1257957,85846145,88609930,95087328,97421294,67797.71523,70068.3129,75319.14145,77444.05731,14.2%,2.8%,039035
39049,Franklin,OH,Large,1198608,1216299,1235582,1253674,79311110,82435246,86563249,91683158,66169.34811,67775.4779,70058.68409,73131.57807,10.5%,4.4%,039049
26125,Oakland,MI,Large,1221410,1232456,1239248,1240999,95925060,99190166,103643410,108836401,78536.33096,80481.70969,83634.11521,87700.63554,11.7%,4.9%,026125
42003,Allegheny,PA,Large,1230870,1233892,1233480,1230052,83406026,84028435,87630299,89047735,67761.84812000001,68100.31591,71043.14541,72393.47198,6.8%,1.9%,042003
27053,Hennepin,MN,Large,1184770,1199286,1212093,1223385,118365176,123032524,129352484,134207772,99905.61544,102588.1433,106718.2832,109701.9924,9.8%,2.8%,027053
51919,"Fairfax, Fairfax City + Falls Church",VA,Large,1157851,1172146,1176061,1179482,93135631,94733126,96802622,100218990,80438.35606,80820.24424,82310.88523,84968.64725,5.6%,3.2%,051919
48453,Travis,TX,Large,1096535,1121960,1151387,1178292,80661565,86314464,91064790,95123056,73560.41075,76931.85497,79091.38283,80729.61201,9.7%,2.1%,048453
06013,Contra Costa,CA,Large,1079093,1095310,1110971,1126027,62121185,62930877,68928710,72356202,57567.962170000006,57454.85479,62043.662710000004,64257.96362,11.6%,3.6%,06013
49035,Salt Lake,UT,Large,1064489,1080830,1091271,1104372,68328142,70647929,74648246,79721312,64188.678320000006,65364.51523,68404.86552,72187.00945,12.5%,5.5%,049035
24031,Montgomery,MD,Large,1007488,1019291,1030188,1039370,84141291,86482012,89018884,91701930,83515.92376,84845.26205,86410.32899,88228.37873,5.6%,2.1%,024031
37119,Mecklenburg,NC,Large,968204,991619,1011315,1034442,89101219,94312747,99179332,108173440,92027.31966000001,95109.86276,98069.67364,104571.7788,13.6%,6.6%,037119
37183,Wake,NC,Large,952982,974938,998914,1023859,56782425,59177247,62602087,67768514,59583.942820000004,60698.47211,62670.146779999995,66189.30341000001,11.1%,5.6%,037183
13121,Fulton,GA,Large,974918,982930,994658,1008841,134314837,139253582,147560690,157362127,137770.394,141671.9217,148353.1928,155983.0806,13.2%,5.1%,013121
04019,Pima,AZ,Large,991528,994759,1000916,1005323,36093975,35534437,35943399,37022816,36402.37593,35721.65419,35910.50498,36826.78701,1.2%,2.6%,04019
29189,St. Louis,MO,Large,1000502,1000659,1000967,1001127,71541404,73764957,74379202,78587187,71505.50822999999,73716.37791,74307.3468,78498.71893999999,9.8%,5.6%,029189
15003,Honolulu,HI,Large,976299,985734,989438,993716,57751576,59339235,61019880,64696044,59153.57487999999,60198.01995,61671.25176,65105.164860000004,10.1%,5.6%,015003
36119,Westchester,NY,Large,962190,968910,972742,976103,67308615,69153225,71996342,75894165,69953.55907,71372.18627,74013.81045,77752.20955,11.1%,5.1%,036119
06019,Fresno,CA,Large,946851,953787,963170,972333,33775353,36692141,38642248,40842015,35671.24394,38469.95293,40119.862539999995,42004.143639999995,17.8%,4.7%,06019
55079,Milwaukee,WI,Large,955237,957751,958864,958859,49951486,51655246,54113519,56860042,52292.2437,53933.89931,56435.03041,59299.690570000006,13.4%,5.1%,055079
12103,Pinellas,FL,Large,922150,929214,937933,949321,40311793,41718441,41717631,44125945,43715.006239999995,44896.48348,44478.26337,46481.58526,6.3%,4.5%,012103
09001,Fairfield,CT,Large,936345,942865,946547,948116,85990353,90105967,90535116,93157588,91836.18538,95566.13831000001,95647.7766,98255.47507,7.0%,2.7%,09001
18097,Marion,IN,Large,919453,929722,935745,940235,81150830,86651324,89632060,88508246,88259.90018,93201.32685,95786.84363999999,94134.17497000001,6.7%,-1.7%,018097
34003,Bergen,NJ,Large,921035,927202,933348,938255,66123918,67596011,68518978,68910727,71793.05672000001,72903.21957999999,73412.0371,73445.62725,2.3%,0.0%,034003
47157,Shelby,TN,Large,939425,938825,938434,937885,59257970,59941157,60755738,63196851,63078.97916,63846.997039999995,64741.620610000005,67382.30273,6.8%,4.1%,047157
17043,DuPage,IL,Large,928274,931775,932958,933115,77317240,78783372,81252783,87146018,83291.39888,84551.92724,87091.57647,93392.58076,12.1%,7.2%,017043
36029,Erie,NY,Large,920935,922758,924449,924122,44976857,46079410,49323229,51589534,48838.25351,49936.61393,53354.19152,55825.45811,14.3%,4.6%,036029
48085,Collin,TX,Large,836789,858110,885632,914578,44148298,47015676,51691904,55558335,52759.17585,54789.800839999996,58367.2496,60747.508689999995,15.1%,4.1%,048085
12031,Duval,FL,Large,880526,886595,897679,911626,50422209,52801664,55020224,60146765,57263.736679999995,59555.56257,61291.646570000004,65977.45676,15.2%,7.6%,012031
24033,Prince George's,MD,Large,882851,891968,901644,908282,34894032,35710180,37288095,38782144,39524.25947,40035.270319999996,41355.67364,42698.351389999996,8.0%,3.2%,024033
09003,Hartford,CT,Large,898572,899765,898810,897626,74772073,74292730,74640533,79802662,83212.11099,82569.03747000001,83043.72782,88904.13378999999,6.8%,7.1%,09003
13135,Gwinnett,GA,Large,839144,855798,874472,892137,37609424,39151597,41076356,43473302,44818.7963,45748.64279,46972.751560000004,48729.40143,8.7%,3.7%,013135
06029,Kern,CA,Large,855237,864014,871895,879607,39340854,41281405,43817141,42087329,45999.94388,47778.62974,50255.06626,47847.87865,4.0%,-4.8%,06029
06075,San Francisco,CA,Large,830406,841270,853258,866320,119746763,129953560,141118873,154176940,144202.6707,154473.0705,165388.28,177967.6563,23.4%,7.6%,06075
26099,Macomb,MI,Large,848752,855749,861487,863979,31177510,32844958,34168052,35254201,36733.356739999996,38381.532439999995,39661.71515,40804.46515,11.1%,2.9%,026099
09009,New Haven,CT,Large,865335,864558,864073,861594,43175833,42870638,43708888,45142763,49894.934330000004,49586.76919,50584.7168,52394.47234,5.0%,3.6%,09009
06111,Ventura,CA,Large,835143,840175,844749,848925,46895460,49426955,51296547,52597128,56152.61099,58829.35698,60724.01033,61957.331920000004,10.3%,2.0%,06111
53053,Pierce,WA,Large,810928,819164,828819,841466,31758298,32894164,33633297,34050583,39162.90719,40155.77345,40579.78521,40465.7859,3.3%,-0.3%,053053
48215,Hidalgo,TX,Large,806725,817526,829210,840113,16145021,16999424,18267729,19344199,20013.04162,20793.74112,22030.28063,23025.71083,15.1%,4.5%,048215
34023,Middlesex,NJ,Large,824753,829991,835335,838332,54953012,56648188,58385006,60757370,66629.66003,68251.56899,69894.12152,72474.11527000001,8.8%,3.7%,034023
48141,El Paso,TX,Large,831126,830185,833495,832890,26816915,26696018,27177212,28123389,32265.76355,32156.70965,32606.32877,33766.03033,4.6%,3.6%,048141
24005,Baltimore,MD,Large,818583,823364,826545,829379,50729494,46307923,46895396,49403216,61972.327789999996,56242.34602999999,56736.651970000006,59566.514220000005,-3.9%,5.0%,024005
25027,Worcester,MA,Large,806765,810849,815262,818339,33851572,34334181,35626734,37259007,41959.64376,42343.49552,43699.73579,45530.03951,8.5%,4.2%,025027
42091,Montgomery,PA,Large,808912,812838,815947,817869,71166257,75426621,77012352,81404132,87977.74912000001,92794.16193999999,94384.01269,99531.99351,13.1%,5.5%,042091
39061,Hamilton,OH,Large,802318,804409,806790,808405,67611998,69519370,70965354,73204924,84270.82278999999,86422.91421,87960.13089,90554.76401,7.5%,2.9%,039061
34013,Essex,NJ,Large,788942,792560,797078,800206,48424228,50115020,50705263,52975017,61378.69197000001,63231.831029999994,63613.928620000006,66201.72431,7.9%,4.1%,034013
41051,Multnomah,OR,Large,758514,765477,777418,790305,51320408,52038087,55157694,59017127,67659.14406,67981.25482999999,70949.85452000001,74676.39328999999,10.4%,5.3%,041051
25025,Suffolk,MA,Large,749957,761391,771603,781326,118681169,117434810,126099287,135075953,158250.6317,154237.1922,163425.0865,172880.402,9.2%,5.8%,025025
48121,Denton,TX,Large,708139,729013,753511,779572,19801208,22340635,24645604,27820609,27962.31813,30645.04337,32707.689739999998,35687.02955,27.6%,9.1%,048121
25009,Essex,MA,Large,757162,764557,771468,777438,33445582,34852175,36511920,39673206,44172.29338,45584.796160000005,47327.847689999995,51030.70084,15.5%,7.8%,025009
40109,Oklahoma,OK,Large,742727,755703,766502,776643,48728268,51075259,53218061,54586471,65607.23927,67586.41821,69429.77448,70285.15161,7.1%,1.2%,040109
53061,Snohomish,WA,Large,731997,744377,757121,769444,32297192,32573136,32449950,36838600,44122.027819999996,43758.92323,42859.6618,47876.90852,8.5%,11.7%,053061
06081,San Mateo,CA,Large,740644,750345,759156,766779,78166257,90102367,91609567,99010973,105538.2302,120081.252,120672.9144,129125.8277,22.3%,7.0%,06081
21111,Jefferson,KY,Large,751377,757955,761099,764341,47481141,49085055,51191893,53082723,63192.16718,64759.853820000004,67260.49174,69449.0064,9.9%,3.3%,021111
36055,Monroe,NY,Large,748524,750126,749803,748504,39926339,40567241,42200154,44497871,53340.09197,54080.569129999996,56281.65531,59449.07576,11.5%,5.6%,036055
13067,Cobb,GA,Large,707549,717201,729904,742023,36037927,39856023,42305451,44138636,50933.47175,55571.62218,57960.29478,59484.1885,16.8%,2.6%,013067
13089,DeKalb,GA,Large,710604,717321,725647,737418,30991175,32286038,33845306,35110394,43612.440969999996,45009.191139999995,46641.55712,47612.60777,9.2%,2.1%,013089
06077,San Joaquin,CA,Large,700958,703747,713452,723846,21697175,22959173,24133476,26492835,30953.602069999997,32624.185960000003,33826.34851,36600.09864,18.2%,8.2%,06077
48157,Fort Bend,TX,Large,625394,652496,683943,713881,17651721,19257077,20194282,21303455,28224.960580000003,29512.942610000002,29526.264619999998,29841.74533,5.7%,1.1%,048157
17097,Lake,IL,Large,702159,704424,704558,704945,52674944,55602376,59950605,64208998,75018.54138,78933.10847,85089.66615,91083.69872999999,21.4%,7.0%,017097
12071,Lee,FL,Large,644580,660431,678241,700421,20636735,20950729,22277090,23806704,32015.78547,31722.812830000003,32845.38977,33989.13511,6.2%,3.5%,012071
25021,Norfolk,MA,Large,682754,688401,691928,694475,43713091,46604955,48432231,50941242,64024.65749,67700.30112999999,69996.05595,73352.16098,14.6%,4.8%,025021
29095,Jackson,MO,Large,677376,680062,683516,687182,42825544,43415189,44466145,46585224,63222.706439999994,63840.045470000005,65055.017,67791.68255,7.2%,4.2%,029095
17197,Will,IL,Large,682429,683833,685492,686920,23322081,24579240,27080319,28402323,34175.10246,35943.33704,39504.93806,41347.35195,21.0%,4.7%,017197
08031,Denver,CO,Large,633798,648049,663271,681618,66577646,69037502,75060500,75738881,105045.5287,106531.2993,113167.16699999999,111116.3159,5.8%,-1.8%,08031
47037,Davidson,TN,Large,649326,659868,670314,681285,52747808,53823997,57444175,61728489,81234.70799,81567.82417,85697.41196,90605.97107,11.5%,5.7%,047037
34017,Hudson,NJ,Large,658909,667066,673773,679907,39959502,38894423,38323144,43666854,60644.94794,58306.70877999999,56878.42047999999,64224.74544,5.9%,12.9%,034017
35001,Bernalillo,NM,Large,672335,673914,673902,674100,33359535,33197043,34777146,35651688,49617.4303,49260.058410000005,51605.642960000005,52887.832669999996,6.6%,2.5%,035001
11001,District of Columbia,DC,Large,635630,650114,660797,672736,112736453,114890972,119994446,125434630,177361.7561,176724.3468,181590.4824,186454.4636,5.1%,2.7%,011001
08041,El Paso,CO,Large,644832,653945,661792,672453,26676740,28064977,29688821,30633262,41370.06228,42916.41805,44861.25701,45554.50269,10.1%,1.5%,08041
01073,Jefferson,AL,Large,657668,658727,659544,660087,42005734,41696911,41641662,42641286,63870.72809,63299.22866,63137.04923,64599.4937,1.1%,2.3%,01073
12105,Polk,FL,Large,615639,622981,635152,649644,19157678,19464436,19076894,20779632,31118.3632,31244.02831,30035.163239999998,31986.1832,2.8%,6.5%,012105
40143,Tulsa,OK,Large,614962,623599,630818,639892,49629245,53783348,59567039,50334620,80702.94587000001,86246.68737,94428.24872,78661.11781,-2.5%,-16.7%,040143
26081,Kent,MI,Large,615122,623457,630413,636508,34242962,34904418,37064477,39705265,55668.56981,55985.28527000001,58793.960470000005,62379.83655,12.1%,6.1%,026081
44007,Providence,RI,Large,629597,630033,632087,633519,30195163,31730790,32757025,34338245,47959.50902,50363.69524,51823.60181,54202.39172000001,13.0%,4.6%,044007
08005,Arapahoe,CO,Large,595094,606839,617385,628834,34198561,40832062,41478583,43330187,57467.494210000004,67286.48291,67184.30639,68905.60466,19.9%,2.6%,08005
34025,Monmouth,NJ,Large,629037,628968,628236,627418,29829386,30945734,32160919,32766492,47420.7177,49200.80831,51192.41654,52224.34167,10.1%,2.0%,034025
42017,Bucks,PA,Large,625572,625321,625806,626209,28425041,30115781,30501319,30862030,45438.4803,48160.51436,48739.25626,49283.9132,8.5%,1.1%,042017
24510,Baltimore (Independent City),MD,Large,623387,623280,624062,623031,41412489,43180426,43327364,44334370,66431.42863,69279.33834,69427.97991000001,71159.17186,7.1%,2.5%,024510
34029,Ocean,NJ,Large,580589,583090,585810,588707,17609322,18629423,19862142,20932117,30330.099260000003,31949.48121,33905.4335,35556.08647,17.2%,4.9%,034029
20091,Johnson,KS,Large,559388,566287,572885,578920,39510379,41609548,43525013,44483307,70631.43828999999,73477.84427,75975.13113,76838.43536,8.8%,1.1%,020091
49049,Utah,UT,Large,539776,551633,560909,573038,16964197,17585142,18529129,20508237,31428.216519999998,31878.33578,33034.10892,35788.61611,13.9%,8.3%,049049
41067,Washington,OR,Large,547298,554597,561650,572414,37215292,38082013,40083106,43040286,67998.224,68666.09989,71366.69812,75190.83391,10.6%,5.4%,041067
12009,Brevard,FL,Large,547293,550754,556277,566822,17447276,18479266,19337849,20453753,31879.223739999998,33552.6678,34762.98499,36084.96671,13.2%,3.8%,012009
24003,Anne Arundel,MD,Large,550636,556007,560452,564390,37908201,40063936,41921571,44269812,68844.39267,72056.53166000001,74799.57427000001,78438.33519,13.9%,4.9%,024003
08059,Jefferson,CO,Large,546333,551809,558519,564365,21362769,23472977,24347177,26046384,39102.10256,42538.2279,43592.388080000004,46151.664260000005,18.0%,5.9%,08059
42045,Delaware,PA,Large,560782,561609,562913,563705,26670305,27860581,28750390,28937551,47559.13171,49608.501639999995,51074.304560000004,51334.56507,7.9%,0.5%,042045
25005,Bristol,MA,Large,551250,552654,555391,557239,19933305,20597940,21028086,22475323,36160.190480000005,37270.95072,37861.76946,40333.36324,11.5%,6.5%,025005
34039,Union,NJ,Large,545878,550461,554069,557073,35426566,36766473,37679038,38320249,64898.3216,66792.14876,68004.23413,68788.55913,6.0%,1.2%,034039
10003,New Castle,DE,Large,546120,549486,552465,555587,46403522,44667436,47584792,49375769,84969.46092,81289.48872000001,86131.77667,88871.35407999999,4.6%,3.2%,010003
31055,Douglas,NE,Large,531298,537527,543570,549919,37597041,38595932,41035901,43024275,70764.50692,71802.77828,75493.31457,78237.47679,10.6%,3.6%,031055
39153,Summit,OH,Large,540716,541601,542095,541270,25366402,26050627,27782582,28494352,46912.615860000005,48099.29635,51250.39338,52643.508780000004,12.2%,2.7%,039153
27123,Ramsey,MN,Large,521356,527770,533367,537542,34686561,36274749,37699744,39320578,66531.4315,68732.11626,70682.55816,73148.8479,9.9%,3.5%,027123
42071,Lancaster,PA,Large,526870,530149,533746,536534,22425145,23550886,24447339,26274617,42562.956710000006,44423.145189999996,45803.32031,48971.01954,15.1%,6.9%,042071
48339,Montgomery,TX,Large,484453,498467,516798,535214,21353812,26467352,27597559,23451266,44078.19128,53097.50094,53401.05612,43816.615410000006,-0.6%,-17.9%,048339
06099,Stanislaus,CA,Large,521349,524625,529544,535000,17039050,17722107,18801593,20104950,32682.617589999998,33780.52323,35505.25169,37579.34579,15.0%,5.8%,06099
39113,Montgomery,OH,Large,534168,533713,531992,531293,23957313,24519774,25189534,26025391,44849.77198,45941.871380000004,47349.460139999996,48985.006389999995,9.2%,3.5%,039113
17089,Kane,IL,Large,521000,523322,526475,529995,19740673,22840476,23664436,24344111,37889.96737,43645.16684,44948.83138,45932.71823,21.2%,2.2%,017089
55025,Dane,WI,Large,503135,509542,515898,522074,35635091,36597872,39910054,43394018,70826.10234,71825.03503,77360.35806,83118.5196,17.4%,7.4%,055025
37081,Guilford,NC,Large,500831,506771,512541,517722,30292407,31044508,32593316,33832104,60484.289110000005,61259.44065,63591.626820000005,65348.013029999995,8.0%,2.8%,037081
12127,Volusia,FL,Large,496740,500780,507276,517512,13762528,13944597,14294901,14864234,27705.69715,27845.75462,28179.730560000004,28722.49146,3.7%,1.9%,012127
42029,Chester,PA,Large,506283,509388,512864,515226,38441468,38939520,39586457,42967729,75928.81452,76443.73247999999,77187.04569,83395.88647,9.8%,8.0%,042029
34031,Passaic,NJ,Large,506161,507960,510058,510927,19815630,19753501,20127736,20165651,39148.86765,38887.90653,39461.66122,39468.7519,0.8%,0.0%,034031
34007,Camden,NJ,Large,512827,511798,510913,510809,21360744,21678975,21909274,22728230,41652.92389,42358.459780000005,42882.59254,44494.57625,6.8%,3.8%,034007
20173,Sedgwick,KS,Large,504112,506455,508921,510715,25498577,24165092,25907006,27331351,50581.174419999996,47714.19376,50905.751580000004,53515.85718,5.8%,5.1%,020173
25023,Plymouth,MA,Large,499495,502921,506496,509193,17760752,18612884,19827609,21018144,35557.41699,37009.55816,39146.62505,41277.36241,16.1%,5.4%,025023
51942,"Prince William, Manassas + Manassas Park",VA,Large,485842,495783,501480,508815,13690952,14121682,14784310,15227897,28179.84448,28483.59464,29481.35519,29928.16053,6.2%,1.5%,051942
48491,Williamson,TX,Large,456070,470448,488385,507420,16692317,17606454,18765332,21135566,36600.33986,37424.867360000004,38423.23577,41653.00146,13.8%,8.4%,048491
06097,Sonoma,CA,Large,490740,495007,499563,502096,20941027,22047469,23296799,25323278,42672.34585,44539.71156,46634.35643,50435.13193,18.2%,8.2%,06097
34027,Morris,NJ,Medium,497447,498680,498481,498538,52553984,54464318,54566323,55713856,105647.4036,109216.9688,109465.2013,111754.4821,5.8%,2.1%,034027
12101,Pasco,FL,Medium,469905,474782,484048,495648,8266513,8499640,8802656,9330553,17591.88134,17902.19511,18185.50226,18824.958440000002,7.0%,3.5%,012101
45045,Greenville,SC,Medium,466326,473315,481656,490816,24214698,24807641,26128675,27953006,51926.54495,52412.53922,54247.58541,56952.108329999995,9.7%,5.0%,045045
08001,Adams,CO,Medium,459861,469377,479488,489822,18730462,19228002,20819307,21590026,40730.70341,40964.94289,43419.870780000005,44077.2893,8.2%,1.5%,08001
53063,Spokane,WA,Medium,475372,478407,482923,488899,19077046,19988298,21175470,20689684,40130.773369999995,41780.948019999996,43848.543139999994,42318.93295,5.5%,-3.5%,053063
18089,Lake,IN,Medium,493345,491765,491156,488316,21592154,21748082,22797848,21812494,43766.8447,44224.54221,46416.71485,44668.80872,2.1%,-3.8%,018089
36085,Richmond,NY,Medium,471593,473422,474166,475313,10682962,11578082,12560658,12258530,22652.92742,24456.1554,26490.00139,25790.43704,13.9%,-2.6%,036085
25013,Hampden,MA,Medium,466788,467675,469612,469832,18705998,19081098,19557043,20830490,40073.862219999995,40799.910189999995,41645.10915,44336.03927,10.6%,6.5%,025013
36067,Onondaga,NY,Medium,467646,469251,468827,468233,24928018,25489265,26998897,28411051,53305.31641,54319.04247000001,57588.18711,60677.165,13.8%,5.4%,036067
19153,Polk,IA,Medium,444302,452032,460293,467252,34898626,34709130,38937555,42225779,78547.08284,76784.67453999999,84592.97665,90370.46176,15.1%,6.8%,019153
06107,Tulare,CA,Medium,450779,453663,456452,458601,13225789,13666882,14224950,15100773,29339.85168,30125.626289999997,31164.17498,32927.91119,12.2%,5.7%,06107
53011,Clark,WA,Medium,436403,441560,448422,457195,14555395,15913081,17281238,17656546,33353.104810000004,36038.32095,38537.89065,38619.28936,15.8%,0.2%,053011
47093,Knox,TN,Medium,440705,444194,447939,451321,21980125,22582180,23725190,25144481,49874.91633,50838.55252,52965.22518,55713.07562,11.7%,5.2%,047093
51810,Virginia Beach (Independent City),VA,Medium,445286,448226,449355,450864,24158365,23630176,24786462,26763803,54253.592070000006,52719.33355,55160.08946,59361.14438,9.4%,7.6%,051810
12117,Seminole,FL,Medium,430855,436020,442174,449132,16650371,16719253,16696583,17902542,38644.95248,38345.1516,37760.209780000005,39860.31278,3.1%,5.6%,012117
34005,Burlington,NJ,Medium,451256,449858,450318,448844,23477463,24673230,24969969,25667781,52026.92707,54846.70718,55449.63559,57186.41889,9.9%,3.1%,034005
22033,East Baton Rouge,LA,Medium,442980,444451,445887,446496,33257993,32282180,34766691,33515046,75077.86582,72633.83365,77971.9772,75062.36562000001,0.0%,-3.7%,022033
32031,Washoe,NV,Medium,428377,432373,438009,444358,23832348,24821913,25475420,24013720,55634.05131,57408.5639,58161.86425,54041.38105,-2.9%,-7.1%,032031
06083,Santa Barbara,CA,Medium,430827,435980,440628,443927,21854525,22766448,23743528,24973342,50726.91591,52219.01922,53885.65411,56255.51497999999,10.9%,4.4%,06083
42133,York,PA,Medium,437483,438926,440444,441822,17326011,18252397,18624218,19109164,39603.84975,41584.22376,42285.09867,43250.82047,9.2%,2.3%,042133
22051,Jefferson,LA,Medium,434559,435197,435585,436888,21195993,21209414,21234168,21911109,48775.86933,48735.20268,48748.62082,50152.69131,2.8%,2.9%,022051
06095,Solano,CA,Medium,420267,424384,429993,434751,20319752,20748635,21203208,21213475,48349.625360000005,48891.1811,49310.58878,48794.539860000004,0.9%,-1.0%,06095
39095,Lucas,OH,Medium,436673,435886,434372,433315,22454939,23277506,26224821,25005251,51422.7786,53402.73833,60374.105610000006,57706.86682999999,12.2%,-4.4%,039095
06053,Monterey,CA,Medium,426094,428382,430416,432774,20011213,20481242,21160254,21836626,46964.315389999996,47810.69699,49162.33133,50457.34263,7.4%,2.6%,06053
16001,Ada,ID,Medium,408915,416074,425627,432768,20515186,22059110,23307808,24060515,50169.80546,53017.27577,54761.112429999994,55596.79782000001,10.8%,1.5%,016001
48061,Cameron,TX,Medium,415370,417095,418838,419579,8587099,8861944,9177795,9469337,20673.37314,21246.82387,21912.517490000002,22568.66287,9.2%,3.0%,048061
42011,Berks,PA,Medium,413522,414011,414642,415261,15864353,16269746,17507465,18630380,38363.98789,39297.85924,42223.08642,44864.26609,16.9%,6.3%,042011
01097,Mobile,AL,Medium,413737,413929,414314,414588,17983867,17833077,17962739,18071729,43466.9053,43082.45375,43355.37539,43589.60944,0.3%,0.5%,01097
27037,Dakota,MN,Medium,404749,408138,411845,414120,20857977,21304083,23494843,24106630,51533.11559,52198.23442,57047.78011,58211.70192000001,13.0%,2.0%,027037
