FIPS,state,county,year,FIPS/Year,totalvotes,dem_vote_share,rep_vote_share,other_vote_share,winning_party,republican_minus_democratic
1001,Alabama,Autauga,2016,2016/01001,24973,0.237696712,0.727665879,0.034637408,Republican,0.489969167
1003,Alabama,Baldwin,2016,2016/01003,95215,0.19385601,0.765457123,0.040686867,Republican,0.571601113
1005,Alabama,Barbour,2016,2016/01005,10469,0.465278441,0.520966663,0.013754895,Republican,0.055688222
1007,Alabama,Bibb,2016,2016/01007,8819,0.212495748,0.764032203,0.023472049,Republican,0.551536455
1009,Alabama,Blount,2016,2016/01009,25588,0.084258246,0.893348445,0.022393309,Republican,0.809090199
1011,Alabama,Bullock,2016,2016/01011,4710,0.749469214,0.242038217,0.008492569,Democratic,-0.507430998
1013,Alabama,Butler,2016,2016/01013,8732,0.426706367,0.561268896,0.012024737,Republican,0.134562529
1015,Alabama,Calhoun,2016,2016/01015,47864,0.276658867,0.68663296,0.036708173,Republican,0.409974093
1017,Alabama,Chambers,2016,2016/01017,13900,0.416115108,0.564244604,0.019640288,Republican,0.148129496
1019,Alabama,Cherokee,2016,2016/01019,10733,0.144134911,0.83415634,0.021708749,Republican,0.690021429
1021,Alabama,Chilton,2016,2016/01021,18369,0.158473515,0.821002776,0.020523708,Republican,0.662529261
1023,Alabama,Choctaw,2016,2016/01023,7292,0.426357652,0.56308283,0.010559517,Republican,0.136725178
1025,Alabama,Clarke,2016,2016/01025,13031,0.441178728,0.547924181,0.010897092,Republican,0.106745453
1027,Alabama,Clay,2016,2016/01027,6624,0.186745169,0.791817633,0.021437198,Republican,0.605072464
1029,Alabama,Cleburne,2016,2016/01029,6593,0.103746398,0.874260579,0.021993023,Republican,0.770514182
1031,Alabama,Coffee,2016,2016/01031,20767,0.203255164,0.764433958,0.032310878,Republican,0.561178793
1033,Alabama,Colbert,2016,2016/01033,24915,0.293477825,0.672125226,0.03439695,Republican,0.378647401
1035,Alabama,Conecuh,2016,2016/01035,6585,0.467729689,0.519362187,0.012908125,Republican,0.051632498
1037,Alabama,Coosa,2016,2016/01037,5252,0.339299315,0.64375476,0.016945925,Republican,0.304455446
1039,Alabama,Covington,2016,2016/01039,15940,0.149749059,0.832308657,0.017942284,Republican,0.682559598
1041,Alabama,Crenshaw,2016,2016/01041,6267,0.265517792,0.72012127,0.014360938,Republican,0.454603479
1043,Alabama,Cullman,2016,2016/01043,37873,0.100282523,0.871042695,0.028674782,Republican,0.770760172
1045,Alabama,Dale,2016,2016/01045,18749,0.235372553,0.736465945,0.028161502,Republican,0.501093392
1047,Alabama,Dallas,2016,2016/01047,18792,0.68305662,0.30805662,0.00888676,Democratic,-0.375
1049,Alabama,DeKalb,2016,2016/01049,25826,0.140246263,0.828815922,0.030937815,Republican,0.688569658
1051,Alabama,Elmore,2016,2016/01051,37260,0.226596887,0.741653247,0.031749866,Republican,0.515056361
1053,Alabama,Escambia,2016,2016/01053,14845,0.310205456,0.669248905,0.020545638,Republican,0.359043449
1055,Alabama,Etowah,2016,2016/01055,44164,0.236436917,0.732564985,0.030998098,Republican,0.496128068
1057,Alabama,Fayette,2016,2016/01057,8249,0.165110923,0.813674385,0.021214693,Republican,0.648563462
1059,Alabama,Franklin,2016,2016/01059,12040,0.182475083,0.786212625,0.031312292,Republican,0.603737542
1061,Alabama,Geneva,2016,2016/01061,11758,0.129698928,0.849974485,0.020326586,Republican,0.720275557
1063,Alabama,Greene,2016,2016/01063,4880,0.822336066,0.171721311,0.005942623,Democratic,-0.650614754
1065,Alabama,Hale,2016,2016/01065,8040,0.593905473,0.394651741,0.011442786,Democratic,-0.199253731
1067,Alabama,Henry,2016,2016/01067,8072,0.2839445,0.697720515,0.018334985,Republican,0.413776016
1069,Alabama,Houston,2016,2016/01069,42639,0.250099674,0.7206548,0.029245526,Republican,0.470555126
1071,Alabama,Jackson,2016,2016/01071,20984,0.175038124,0.794510103,0.030451773,Republican,0.619471979
1073,Alabama,Jefferson,2016,2016/01073,304191,0.515705593,0.443037434,0.041256973,Democratic,-0.072668159
1075,Alabama,Lamar,2016,2016/01075,6966,0.148722366,0.835917313,0.015360322,Republican,0.687194947
1077,Alabama,Lauderdale,2016,2016/01077,39525,0.251790006,0.705857052,0.042352941,Republican,0.454067046
1079,Alabama,Lawrence,2016,2016/01079,14829,0.244588307,0.730528019,0.024883674,Republican,0.485939713
1081,Alabama,Lee,2016,2016/01081,59191,0.358669392,0.584835532,0.056495075,Republican,0.22616614
1083,Alabama,Limestone,2016,2016/01083,40294,0.234972949,0.721372909,0.043654142,Republican,0.48639996
1085,Alabama,Lowndes,2016,2016/01085,6684,0.730550569,0.261968881,0.007480551,Democratic,-0.468581688
1087,Alabama,Macon,2016,2016/01087,9140,0.827789934,0.156564551,0.015645514,Democratic,-0.671225383
1089,Alabama,Madison,2016,2016/01089,163389,0.384493448,0.547894901,0.067611651,Republican,0.163401453
1091,Alabama,Marengo,2016,2016/01091,10994,0.510733127,0.475986902,0.013279971,Democratic,-0.034746225
1093,Alabama,Marion,2016,2016/01093,12984,0.110289587,0.868299445,0.021410967,Republican,0.758009858
1095,Alabama,Marshall,2016,2016/01095,35316,0.139228678,0.827755125,0.033016197,Republican,0.688526447
1097,Alabama,Mobile,2016,2016/01097,172737,0.417895413,0.550640569,0.031464018,Republican,0.132745156
1099,Alabama,Monroe,2016,2016/01099,10271,0.421770032,0.564209911,0.014020056,Republican,0.142439879
1101,Alabama,Montgomery,2016,2016/01101,95878,0.614489247,0.354648616,0.030862137,Democratic,-0.259840631
1103,Alabama,Morgan,2016,2016/01103,50644,0.222217834,0.740186399,0.037595767,Republican,0.517968565
1105,Alabama,Perry,2016,2016/01105,5278,0.724516862,0.266578249,0.008904888,Democratic,-0.457938613
1107,Alabama,Pickens,2016,2016/01107,9542,0.416264934,0.571787885,0.011947181,Republican,0.155522951
1109,Alabama,Pike,2016,2016/01109,13168,0.383961118,0.58421932,0.031819563,Republican,0.200258202
1111,Alabama,Randolph,2016,2016/01111,10187,0.224894473,0.75635614,0.018749386,Republican,0.531461667
1113,Alabama,Russell,2016,2016/01113,19256,0.497455339,0.47829248,0.024252181,Democratic,-0.019162858
1115,Alabama,St. Clair,2016,2016/01115,38400,0.145546875,0.824244792,0.030208333,Republican,0.678697917
1117,Alabama,Shelby,2016,2016/01117,101254,0.226924368,0.721156695,0.051918937,Republican,0.494232327
1119,Alabama,Sumter,2016,2016/01119,6411,0.740290126,0.246607394,0.01310248,Democratic,-0.493682733
1121,Alabama,Talladega,2016,2016/01121,33407,0.36282815,0.617056306,0.020115545,Republican,0.254228156
1123,Alabama,Tallapoosa,2016,2016/01123,19486,0.283228985,0.697629067,0.019141948,Republican,0.414400082
1125,Alabama,Tuscaloosa,2016,2016/01125,82700,0.384062878,0.577061669,0.038875453,Republican,0.192998791
1127,Alabama,Walker,2016,2016/01127,29472,0.152585505,0.823357763,0.024056732,Republican,0.670772258
1129,Alabama,Washington,2016,2016/01129,8533,0.278213993,0.708074534,0.013711473,Republican,0.429860541
1131,Alabama,Wilcox,2016,2016/01131,6118,0.709218699,0.283916313,0.006864989,Democratic,-0.425302386
1133,Alabama,Winston,2016,2016/01133,10313,0.084553476,0.89479298,0.020653544,Republican,0.810239504
4001,Arizona,Apache,2016,2016/04001,27661,0.617584325,0.297892339,0.084523336,Democratic,-0.319691985
4003,Arizona,Cochise,2016,2016/04003,50015,0.348895331,0.561671499,0.08943317,Republican,0.212776167
4005,Arizona,Coconino,2016,2016/04005,59784,0.542017931,0.353071056,0.104911013,Democratic,-0.188946875
4007,Arizona,Gila,2016,2016/04007,36697,0.190833038,0.386462109,0.030710957,Republican,0.19562907
4009,Arizona,Graham,2016,2016/04009,20306,0.162562789,0.395203388,0.039791195,Republican,0.232640599
4011,Arizona,Greenlee,2016,2016/04011,5192,0.210323575,0.36440678,0.055084746,Republican,0.154083205
4012,Arizona,La Paz,2016,2016/04012,5951,0.264661401,0.672660057,0.062678541,Republican,0.407998656
4013,Arizona,Maricopa,2016,2016/04013,1567834,0.448329989,0.476683756,0.074986255,Republican,0.028353767
4015,Arizona,Mohave,2016,2016/04015,79943,0.218343069,0.729044444,0.052612486,Republican,0.510701375
4017,Arizona,Navajo,2016,2016/04017,40294,0.408472725,0.510671564,0.080855711,Republican,0.102198839
4019,Arizona,Pima,2016,2016/04019,421640,0.532826582,0.397087563,0.070085855,Democratic,-0.135739019
4021,Arizona,Pinal,2016,2016/04021,129546,0.369691075,0.562109212,0.068199713,Republican,0.192418137
4023,Arizona,Santa Cruz,2016,2016/04023,16433,0.711373456,0.23714477,0.051481774,Democratic,-0.474228686
4025,Arizona,Yavapai,2016,2016/04025,114450,0.310965487,0.62324159,0.065792923,Republican,0.312276103
4027,Arizona,Yuma,2016,2016/04027,53010,0.464157706,0.474721751,0.061120543,Republican,0.010564045
5001,Arkansas,Arkansas,2016,2016/05001,6212,0.312137798,0.615904701,0.071957502,Republican,0.303766903
5003,Arkansas,Ashley,2016,2016/05003,8083,0.297909192,0.660398367,0.041692441,Republican,0.362489175
5005,Arkansas,Baxter,2016,2016/05005,19766,0.210917738,0.742790651,0.046291612,Republican,0.531872913
5007,Arkansas,Benton,2016,2016/05007,96824,0.28923614,0.628676774,0.082087086,Republican,0.339440635
5009,Arkansas,Boone,2016,2016/05009,16111,0.181615046,0.75941903,0.058965924,Republican,0.577803985
5011,Arkansas,Bradley,2016,2016/05011,3653,0.360525595,0.592389817,0.047084588,Republican,0.231864221
5013,Arkansas,Calhoun,2016,2016/05013,2269,0.28162186,0.685764654,0.032613486,Republican,0.404142794
5015,Arkansas,Carroll,2016,2016/05015,10758,0.310652538,0.630786392,0.058561071,Republican,0.320133854
5017,Arkansas,Chicot,2016,2016/05017,4176,0.562739464,0.41091954,0.026340996,Democratic,-0.151819923
5019,Arkansas,Clark,2016,2016/05019,8526,0.424583627,0.51653765,0.058878724,Republican,0.091954023
5021,Arkansas,Clay,2016,2016/05021,5200,0.230576923,0.727115385,0.042307692,Republican,0.496538462
5023,Arkansas,Cleburne,2016,2016/05023,12085,0.173851882,0.782623086,0.043525031,Republican,0.608771204
5025,Arkansas,Cleveland,2016,2016/05025,3354,0.215563506,0.734048897,0.050387597,Republican,0.518485391
5027,Arkansas,Columbia,2016,2016/05027,8887,0.353325082,0.61393046,0.032744458,Republican,0.260605379
5029,Arkansas,Conway,2016,2016/05029,7927,0.335057399,0.611706825,0.053235776,Republican,0.276649426
5031,Arkansas,Craighead,2016,2016/05031,35573,0.296235909,0.643521772,0.060242319,Republican,0.347285863
5033,Arkansas,Crawford,2016,2016/05033,22450,0.199910913,0.74325167,0.056837416,Republican,0.543340757
5035,Arkansas,Crittenden,2016,2016/05035,15952,0.52720662,0.436559679,0.036233701,Democratic,-0.090646941
5037,Arkansas,Cross,2016,2016/05037,6874,0.290805935,0.666860634,0.04233343,Republican,0.376054699
5039,Arkansas,Dallas,2016,2016/05039,2771,0.420425839,0.544568748,0.035005413,Republican,0.124142909
5041,Arkansas,Desha,2016,2016/05041,4257,0.523373268,0.450786939,0.025839793,Democratic,-0.072586328
5043,Arkansas,Drew,2016,2016/05043,6595,0.358605004,0.60166793,0.039727066,Republican,0.243062926
5045,Arkansas,Faulkner,2016,2016/05045,47527,0.307803985,0.617459549,0.074736466,Republican,0.309655564
5047,Arkansas,Franklin,2016,2016/05047,6770,0.203249631,0.744313146,0.052437223,Republican,0.541063516
5049,Arkansas,Fulton,2016,2016/05049,4772,0.223595977,0.72736798,0.049036044,Republican,0.503772003
5051,Arkansas,Garland,2016,2016/05051,40805,0.301703223,0.639308908,0.058987869,Republican,0.337605686
5053,Arkansas,Grant,2016,2016/05053,7445,0.184419073,0.768972465,0.046608462,Republican,0.584553392
5055,Arkansas,Greene,2016,2016/05055,14600,0.210342466,0.734246575,0.055410959,Republican,0.52390411
5057,Arkansas,Hempstead,2016,2016/05057,7049,0.337210952,0.624343879,0.03844517,Republican,0.287132927
5059,Arkansas,Hot Spring,2016,2016/05059,11944,0.263647019,0.6841929,0.05216008,Republican,0.420545881
5061,Arkansas,Howard,2016,2016/05061,4674,0.289045785,0.675438596,0.035515618,Republican,0.386392811
5063,Arkansas,Independence,2016,2016/05063,13614,0.211620391,0.729836933,0.058542677,Republican,0.518216542
5065,Arkansas,Izard,2016,2016/05065,5448,0.204295154,0.741923642,0.053781204,Republican,0.537628488
5067,Arkansas,Jackson,2016,2016/05067,5156,0.307020946,0.633630721,0.059348332,Republican,0.326609775
5069,Arkansas,Jefferson,2016,2016/05069,25894,0.609098633,0.357225612,0.033675755,Democratic,-0.251873021
5071,Arkansas,Johnson,2016,2016/05071,9112,0.266352063,0.668459175,0.065188762,Republican,0.402107112
5073,Arkansas,Lafayette,2016,2016/05073,2860,0.360839161,0.614685315,0.024475524,Republican,0.253846154
5075,Arkansas,Lawrence,2016,2016/05075,5685,0.222163588,0.714863676,0.062972735,Republican,0.492700088
5077,Arkansas,Lee,2016,2016/05077,3026,0.573364177,0.406146728,0.020489095,Democratic,-0.167217449
5079,Arkansas,Lincoln,2016,2016/05079,3826,0.32723471,0.641662311,0.03110298,Republican,0.314427601
5081,Arkansas,Little River,2016,2016/05081,5227,0.267266118,0.689688158,0.043045724,Republican,0.422422039
5083,Arkansas,Logan,2016,2016/05083,7921,0.216513067,0.725413458,0.058073476,Republican,0.508900391
5085,Arkansas,Lonoke,2016,2016/05085,27100,0.20900369,0.736457565,0.054538745,Republican,0.527453875
5087,Arkansas,Madison,2016,2016/05087,6841,0.232129806,0.72036252,0.047507674,Republican,0.488232715
5089,Arkansas,Marion,2016,2016/05089,7107,0.2017729,0.750809061,0.047418039,Republican,0.549036162
5091,Arkansas,Miller,2016,2016/05091,16091,0.265552172,0.70188304,0.032564788,Republican,0.436330868
5093,Arkansas,Mississippi,2016,2016/05093,13204,0.429415329,0.534762193,0.035822478,Republican,0.105346865
5095,Arkansas,Monroe,2016,2016/05095,2884,0.454923717,0.51629681,0.028779473,Republican,0.061373093
5097,Arkansas,Montgomery,2016,2016/05097,3559,0.210171396,0.742624333,0.047204271,Republican,0.532452936
5099,Arkansas,Nevada,2016,2016/05099,3246,0.356438694,0.616142945,0.027418361,Republican,0.259704251
5101,Arkansas,Newton,2016,2016/05101,3753,0.186250999,0.766053824,0.047695177,Republican,0.579802824
5103,Arkansas,Ouachita,2016,2016/05103,9935,0.434927026,0.538600906,0.026472068,Republican,0.10367388
5105,Arkansas,Perry,2016,2016/05105,4306,0.243613562,0.698560149,0.057826289,Republican,0.454946586
5107,Arkansas,Phillips,2016,2016/05107,6953,0.619876312,0.351790594,0.028333094,Democratic,-0.268085718
5109,Arkansas,Pike,2016,2016/05109,3981,0.17206732,0.791258478,0.036674202,Republican,0.619191158
5111,Arkansas,Poinsett,2016,2016/05111,7722,0.243460243,0.712509713,0.044030044,Republican,0.469049469
5113,Arkansas,Polk,2016,2016/05113,8231,0.147248208,0.804033532,0.04871826,Republican,0.656785324
5115,Arkansas,Pope,2016,2016/05115,22569,0.221542824,0.72028003,0.058177146,Republican,0.498737206
5117,Arkansas,Prairie,2016,2016/05117,3444,0.236353078,0.727351916,0.036295006,Republican,0.490998839
5119,Arkansas,Pulaski,2016,2016/05119,159776,0.560622371,0.383393,0.055984628,Democratic,-0.177229371
5121,Arkansas,Randolph,2016,2016/05121,6379,0.223389246,0.706850604,0.06976015,Republican,0.483461358
5123,Arkansas,St. Francis,2016,2016/05123,7430,0.542530283,0.430013459,0.027456258,Democratic,-0.112516824
5125,Arkansas,Saline,2016,2016/05125,52100,0.254433781,0.688349328,0.057216891,Republican,0.433915547
5127,Arkansas,Scott,2016,2016/05127,3510,0.171509972,0.778062678,0.05042735,Republican,0.606552707
5129,Arkansas,Searcy,2016,2016/05129,3728,0.161212446,0.792650215,0.046137339,Republican,0.631437768
5131,Arkansas,Sebastian,2016,2016/05131,44637,0.275556153,0.652530412,0.071913435,Republican,0.376974259
5133,Arkansas,Sevier,2016,2016/05133,4562,0.235642262,0.719421306,0.044936431,Republican,0.483779044
5135,Arkansas,Sharp,2016,2016/05135,7249,0.203062491,0.745895986,0.051041523,Republican,0.542833494
5137,Arkansas,Stone,2016,2016/05137,5618,0.214133143,0.732111072,0.053755785,Republican,0.517977928
5139,Arkansas,Union,2016,2016/05139,16894,0.346572748,0.618917959,0.034509293,Republican,0.272345211
5141,Arkansas,Van Buren,2016,2016/05141,7339,0.211064178,0.733342417,0.055593405,Republican,0.52227824
5143,Arkansas,Washington,2016,2016/05143,81861,0.407593359,0.506663735,0.085742906,Republican,0.099070375
5145,Arkansas,White,2016,2016/05145,27219,0.18994085,0.7743488,0.035710349,Republican,0.58440795
5147,Arkansas,Woodruff,2016,2016/05147,2571,0.434850253,0.523920653,0.041229094,Republican,0.089070401
5149,Arkansas,Yell,2016,2016/05149,6439,0.229849355,0.715639074,0.05451157,Republican,0.485789719
6001,California,Alameda,2016,2016/06001,654266,0.786900129,0.146610094,0.066489776,Democratic,-0.640290035
6003,California,Alpine,2016,2016/06003,602,0.554817276,0.360465116,0.084717608,Democratic,-0.194352159
6005,California,Amador,2016,2016/06005,17734,0.338558701,0.591237172,0.070204128,Republican,0.252678471
6007,California,Butte,2016,2016/06007,95564,0.43496505,0.472395463,0.092639488,Republican,0.037430413
6009,California,Calaveras,2016,2016/06009,23136,0.343360996,0.583981674,0.072657331,Republican,0.240620678
6011,California,Colusa,2016,2016/06011,6632,0.401236429,0.535434258,0.063329312,Republican,0.134197829
6013,California,Contra Costa,2016,2016/06013,466175,0.684908028,0.248739207,0.066352765,Democratic,-0.436168821
6015,California,Del Norte,2016,2016/06015,9558,0.364616028,0.537141661,0.09824231,Republican,0.172525633
6017,California,El Dorado,2016,2016/06017,93591,0.388969025,0.526193758,0.084837217,Republican,0.137224733
6019,California,Fresno,2016,2016/06019,282319,0.50064289,0.439393027,0.059964083,Democratic,-0.061249863
6021,California,Glenn,2016,2016/06021,9470,0.323653643,0.611193242,0.065153115,Republican,0.287539599
6023,California,Humboldt,2016,2016/06023,59246,0.560375384,0.310113763,0.129510853,Democratic,-0.250261621
6025,California,Imperial,2016,2016/06025,48091,0.679274708,0.264165852,0.056559439,Democratic,-0.415108856
6027,California,Inyo,2016,2016/06027,8086,0.390180559,0.525352461,0.08446698,Republican,0.135171902
6029,California,Kern,2016,2016/06029,244163,0.404193101,0.530727424,0.065079476,Republican,0.126534323
6031,California,Kings,2016,2016/06031,33915,0.401503759,0.533480761,0.06501548,Republican,0.131977001
6033,California,Lake,2016,2016/06033,24496,0.46930111,0.432682887,0.098016003,Democratic,-0.036618223
6035,California,Lassen,2016,2016/06035,10524,0.211326492,0.719688331,0.068985177,Republican,0.50836184
6037,California,Los Angeles,2016,2016/06037,3434308,0.717572215,0.224133363,0.058294422,Democratic,-0.493438853
6039,California,Madera,2016,2016/06039,43112,0.394994433,0.541774912,0.063230655,Republican,0.146780479
6041,California,Marin,2016,2016/06041,139273,0.780531761,0.156318884,0.063149354,Democratic,-0.624212877
6043,California,Mariposa,2016,2016/06043,8877,0.351695393,0.584093725,0.064210882,Republican,0.232398333
6045,California,Mendocino,2016,2016/06045,37477,0.589134669,0.290524855,0.120340475,Democratic,-0.298609814
6047,California,Merced,2016,2016/06047,70789,0.527158174,0.405783384,0.067058441,Democratic,-0.12137479
6049,California,Modoc,2016,2016/06049,3788,0.231520591,0.711721225,0.056758184,Republican,0.480200634
6051,California,Mono,2016,2016/06051,5276,0.525587566,0.400113723,0.074298711,Democratic,-0.125473844
6053,California,Monterey,2016,2016/06053,133408,0.66778604,0.261566023,0.070647937,Democratic,-0.406220017
6055,California,Napa,2016,2016/06055,61372,0.638711465,0.283696148,0.077592387,Democratic,-0.355015316
6057,California,Nevada,2016,2016/06057,54935,0.474251388,0.425320834,0.100427778,Democratic,-0.048930554
6059,California,Orange,2016,2016/06059,1197521,0.509353072,0.42349821,0.067148718,Democratic,-0.085854862
6061,California,Placer,2016,2016/06061,182839,0.402042234,0.520337565,0.077620201,Republican,0.118295331
6063,California,Plumas,2016,2016/06063,9676,0.357482431,0.560148822,0.082368747,Republican,0.202666391
6065,California,Riverside,2016,2016/06065,751391,0.497337605,0.443501453,0.059160943,Democratic,-0.053836152
6067,California,Sacramento,2016,2016/06067,559330,0.582881304,0.339314895,0.077803801,Democratic,-0.24356641
6069,California,San Benito,2016,2016/06069,21924,0.571109287,0.35764459,0.071246123,Democratic,-0.213464696
6071,California,San Bernardino,2016,2016/06071,653983,0.521164923,0.414750842,0.064084235,Democratic,-0.106414081
6073,California,San Diego,2016,2016/06073,1306400,0.562979179,0.36571188,0.071308941,Democratic,-0.197267299
6075,California,San Francisco,2016,2016/06075,405792,0.850396262,0.092875168,0.05672857,Democratic,-0.757521095
6077,California,San Joaquin,2016,2016/06077,224166,0.540331718,0.3967417,0.062926581,Democratic,-0.143590018
6079,California,San Luis Obispo,2016,2016/06079,135009,0.497055752,0.416001896,0.086942352,Democratic,-0.081053856
6081,California,San Mateo,2016,2016/06081,314384,0.756660644,0.184261922,0.059077434,Democratic,-0.572398723
6083,California,Santa Barbara,2016,2016/06083,176786,0.606054778,0.318831808,0.075113414,Democratic,-0.28722297
6085,California,Santa Clara,2016,2016/06085,703709,0.727124422,0.205803819,0.067071758,Democratic,-0.521320603
6087,California,Santa Cruz,2016,2016/06087,128821,0.739390317,0.174179676,0.086430008,Democratic,-0.565210641
6089,California,Shasta,2016,2016/06089,80053,0.278577942,0.646796497,0.074625561,Republican,0.368218555
6091,California,Sierra,2016,2016/06091,1830,0.328415301,0.572677596,0.098907104,Republican,0.244262295
6093,California,Siskiyou,2016,2016/06093,20492,0.353015811,0.553435487,0.093548702,Republican,0.200419676
6095,California,Solano,2016,2016/06095,166113,0.61620704,0.312558319,0.071234641,Democratic,-0.303648721
6097,California,Sonoma,2016,2016/06097,231253,0.693763973,0.222301981,0.083934046,Democratic,-0.471461992
6099,California,Stanislaus,2016,2016/06099,172146,0.474289266,0.455973418,0.069737316,Democratic,-0.018315848
6101,California,Sutter,2016,2016/06101,33523,0.390060555,0.542194911,0.067744534,Republican,0.152134356
6103,California,Tehama,2016,2016/06103,23908,0.284800067,0.648067592,0.067132341,Republican,0.363267526
6105,California,Trinity,2016,2016/06105,5686,0.389377418,0.494548013,0.116074569,Republican,0.105170594
6107,California,Tulare,2016,2016/06107,112334,0.423602827,0.518979116,0.057418057,Republican,0.095376289
6109,California,Tuolumne,2016,2016/06109,25529,0.357358298,0.569979239,0.072662462,Republican,0.212620941
6111,California,Ventura,2016,2016/06111,351726,0.552708643,0.376210459,0.071080898,Democratic,-0.176498183
6113,California,Yolo,2016,2016/06113,82090,0.666975271,0.252637349,0.08038738,Democratic,-0.414337922
6115,California,Yuba,2016,2016/06115,22998,0.343942952,0.572658492,0.083398556,Republican,0.22871554
8001,Colorado,Adams,2016,2016/08001,193665,0.498582604,0.413507862,0.087909535,Democratic,-0.085074742
8003,Colorado,Alamosa,2016,2016/08003,6939,0.459576308,0.438968151,0.101455541,Democratic,-0.020608157
8005,Colorado,Arapahoe,2016,2016/08005,303046,0.527593171,0.386254892,0.086151937,Democratic,-0.141338279
8007,Colorado,Archuleta,2016,2016/08007,7339,0.340645865,0.581005587,0.078348549,Republican,0.240359722
8009,Colorado,Baca,2016,2016/08009,2153,0.131444496,0.814212726,0.054342778,Republican,0.68276823
8011,Colorado,Bent,2016,2016/08011,1927,0.306175402,0.616502335,0.077322263,Republican,0.310326933
8013,Colorado,Boulder,2016,2016/08013,188142,0.703372984,0.2200253,0.076601716,Democratic,-0.483347684
8014,Colorado,Broomfield,2016,2016/08014,37689,0.523521452,0.381198758,0.09527979,Democratic,-0.142322694
8015,Colorado,Chaffee,2016,2016/08015,11250,0.434488889,0.4792,0.086311111,Republican,0.044711111
8017,Colorado,Cheyenne,2016,2016/08017,1102,0.119782214,0.83938294,0.040834846,Republican,0.719600726
8019,Colorado,Clear Creek,2016,2016/08019,5866,0.465223321,0.438970338,0.095806342,Democratic,-0.026252983
8021,Colorado,Conejos,2016,2016/08021,4022,0.440328195,0.475882645,0.08378916,Republican,0.035554451
8023,Colorado,Costilla,2016,2016/08023,1848,0.608766234,0.318181818,0.073051948,Democratic,-0.290584416
8025,Colorado,Crowley,2016,2016/08025,1527,0.222003929,0.706614276,0.071381794,Republican,0.484610347
8027,Colorado,Custer,2016,2016/08027,3066,0.259947815,0.67221135,0.067840835,Republican,0.412263536
8029,Colorado,Delta,2016,2016/08029,16790,0.243418702,0.694163192,0.062418106,Republican,0.450744491
8031,Colorado,Denver,2016,2016/08031,331852,0.736927908,0.188909514,0.074162578,Democratic,-0.548018394
8033,Colorado,Dolores,2016,2016/08033,1255,0.192828685,0.752191235,0.05498008,Republican,0.55936255
8035,Colorado,Douglas,2016,2016/08035,187499,0.36617262,0.547058918,0.086768463,Republican,0.180886298
8037,Colorado,Eagle,2016,2016/08037,25223,0.558973952,0.356420727,0.084605321,Democratic,-0.202553225
8039,Colorado,Elbert,2016,2016/08039,15978,0.196144699,0.732569783,0.071285518,Republican,0.536425084
8041,Colorado,El Paso,2016,2016/08041,318967,0.338624372,0.561901388,0.09947424,Republican,0.223277016
8043,Colorado,Fremont,2016,2016/08043,21973,0.241068584,0.688208256,0.07072316,Republican,0.447139671
8045,Colorado,Garfield,2016,2016/08045,26470,0.425802796,0.496108802,0.078088402,Republican,0.070306007
8047,Colorado,Gilpin,2016,2016/08047,3576,0.456935123,0.437919463,0.105145414,Democratic,-0.01901566
8049,Colorado,Grand,2016,2016/08049,8588,0.391010713,0.523288309,0.085700978,Republican,0.132277597
8051,Colorado,Gunnison,2016,2016/08051,9412,0.544836379,0.349447514,0.105716107,Democratic,-0.195388865
8053,Colorado,Hinsdale,2016,2016/08053,589,0.334465195,0.575551783,0.089983022,Republican,0.241086587
8055,Colorado,Huerfano,2016,2016/08055,3783,0.431667988,0.497753106,0.070578906,Republican,0.066085118
8057,Colorado,Jackson,2016,2016/08057,861,0.198606272,0.730545877,0.070847851,Republican,0.531939605
8059,Colorado,Jefferson,2016,2016/08059,328882,0.488856186,0.420141571,0.091002244,Democratic,-0.068714615
8061,Colorado,Kiowa,2016,2016/08061,855,0.106432749,0.851461988,0.042105263,Republican,0.74502924
8063,Colorado,Kit Carson,2016,2016/08063,3702,0.144786602,0.801458671,0.053754727,Republican,0.656672069
8065,Colorado,Lake,2016,2016/08065,3199,0.505157862,0.396999062,0.097843076,Democratic,-0.1081588
8067,Colorado,La Plata,2016,2016/08067,31150,0.498394864,0.404077047,0.09752809,Democratic,-0.094317817
8069,Colorado,Larimer,2016,2016/08069,195980,0.475114808,0.425706705,0.099178488,Democratic,-0.049408103
8071,Colorado,Las Animas,2016,2016/08071,6793,0.390107464,0.546150449,0.063742087,Republican,0.156042985
8073,Colorado,Lincoln,2016,2016/08073,2436,0.167898194,0.776683087,0.055418719,Republican,0.608784893
8075,Colorado,Logan,2016,2016/08075,9722,0.190392923,0.749022835,0.060584242,Republican,0.558629912
8077,Colorado,Mesa,2016,2016/08077,77653,0.279821771,0.641044132,0.079134097,Republican,0.361222361
8079,Colorado,Mineral,2016,2016/08079,652,0.363496933,0.527607362,0.108895706,Republican,0.164110429
8081,Colorado,Moffat,2016,2016/08081,6525,0.13394636,0.81302682,0.05302682,Republican,0.67908046
8083,Colorado,Montezuma,2016,2016/08083,12858,0.308990512,0.610748172,0.080261316,Republican,0.301757661
8085,Colorado,Montrose,2016,2016/08085,21186,0.258000566,0.67884452,0.063154914,Republican,0.420843954
8087,Colorado,Morgan,2016,2016/08087,11960,0.263461538,0.681020067,0.055518395,Republican,0.417558528
8089,Colorado,Otero,2016,2016/08089,8452,0.348201609,0.583057265,0.068741126,Republican,0.234855655
